,Month,Hour,Year,Day,Count,date,maxtemp,atemp,mintemp,maxhum,ahum,minhum,maxwind,awind,minwind,prec,Day of week
0,1,0,2019,1,342,2019-01-01,46.0,41.5,36.0,97.0,83.5,76.0,21.0,11.2,0.0,0.0,1.0
1,1,0,2019,2,79,2019-01-02,41.0,38.3,37.0,97.0,92.2,79.0,15.0,10.8,8.0,1.0,2.0
2,1,0,2019,3,16,2019-01-03,52.0,40.5,31.0,97.0,85.4,53.0,13.0,7.5,0.0,1.0,3.0
3,1,0,2019,4,82,2019-01-04,67.0,46.0,30.0,96.0,66.7,31.0,10.0,3.8,0.0,1.0,4.0
4,1,0,2019,5,188,2019-01-05,73.0,49.1,32.0,93.0,66.4,24.0,13.0,4.3,0.0,0.0,5.0
5,1,0,2019,6,256,2019-01-06,75.0,53.9,34.0,100.0,84.7,53.0,17.0,7.6,0.0,0.0,6.0
6,1,0,2019,7,119,2019-01-07,76.0,67.2,58.0,97.0,82.8,58.0,14.0,8.0,3.0,0.0,0.0
7,1,0,2019,8,129,2019-01-08,77.0,61.6,52.0,100.0,78.9,42.0,20.0,4.4,0.0,0.0,1.0
8,1,0,2019,9,119,2019-01-09,62.0,53.5,43.0,76.0,45.8,35.0,17.0,12.1,0.0,0.0,2.0
9,1,0,2019,10,142,2019-01-10,60.0,51.2,40.0,86.0,56.5,32.0,10.0,3.3,0.0,0.0,3.0
10,1,0,2019,11,137,2019-01-11,63.0,55.0,43.0,97.0,82.5,65.0,12.0,4.4,0.0,0.0,4.0
11,1,0,2019,12,192,2019-01-12,62.0,54.9,42.0,97.0,72.8,42.0,17.0,8.3,0.0,1.0,5.0
12,1,0,2019,13,227,2019-01-13,53.0,45.6,38.0,79.0,66.1,54.0,15.0,12.3,6.0,0.0,6.0
13,1,0,2019,14,57,2019-01-14,50.0,43.8,36.0,86.0,70.2,57.0,14.0,6.9,0.0,0.0,0.0
14,1,0,2019,15,77,2019-01-15,51.0,49.4,47.0,86.0,74.5,63.0,9.0,4.0,0.0,0.0,1.0
15,1,0,2019,16,127,2019-01-16,58.0,54.3,50.0,96.0,90.5,83.0,7.0,2.5,0.0,0.0,2.0
16,1,0,2019,17,100,2019-01-17,77.0,61.2,48.0,96.0,75.6,32.0,9.0,4.6,0.0,1.0,3.0
17,1,0,2019,18,149,2019-01-18,66.0,59.9,50.0,97.0,92.6,84.0,17.0,8.8,0.0,0.0,4.0
18,1,0,2019,19,457,2019-01-19,65.0,51.6,35.0,78.0,46.6,31.0,25.0,17.3,8.0,1.0,5.0
19,1,0,2019,20,295,2019-01-20,55.0,41.5,33.0,85.0,55.0,34.0,10.0,5.6,0.0,0.0,6.0
20,1,0,2019,21,213,2019-01-21,67.0,49.8,29.0,92.0,72.7,48.0,22.0,10.2,0.0,0.0,0.0
21,1,0,2019,22,143,2019-01-22,71.0,60.9,44.0,87.0,75.4,61.0,25.0,12.0,5.0,0.0,1.0
22,1,0,2019,23,53,2019-01-23,56.0,43.3,31.0,89.0,48.6,26.0,24.0,12.8,0.0,1.0,2.0
23,1,0,2019,24,134,2019-01-24,64.0,45.0,27.0,89.0,60.4,27.0,18.0,6.0,0.0,0.0,3.0
24,1,0,2019,25,176,2019-01-25,60.0,48.3,35.0,89.0,68.6,42.0,12.0,4.1,0.0,0.0,4.0
25,1,0,2019,26,306,2019-01-26,64.0,51.4,39.0,93.0,81.1,54.0,10.0,5.1,0.0,0.0,5.0
26,1,0,2019,27,211,2019-01-27,67.0,51.6,39.0,100.0,77.3,23.0,9.0,3.5,0.0,1.0,6.0
27,1,0,2019,28,91,2019-01-28,71.0,55.5,38.0,97.0,65.0,39.0,30.0,13.5,3.0,0.0,0.0
28,1,0,2019,29,80,2019-01-29,49.0,43.6,37.0,65.0,43.0,31.0,24.0,12.5,0.0,0.0,1.0
29,1,0,2019,30,112,2019-01-30,55.0,47.4,37.0,76.0,56.9,37.0,12.0,5.0,0.0,0.0,2.0
30,1,0,2019,31,119,2019-01-31,61.0,54.6,48.0,93.0,83.1,71.0,12.0,3.5,0.0,0.0,3.0
31,1,1,2019,1,428,2019-01-01,46.0,41.5,36.0,97.0,83.5,76.0,21.0,11.2,0.0,0.0,1.0
32,1,1,2019,2,35,2019-01-02,41.0,38.3,37.0,97.0,92.2,79.0,15.0,10.8,8.0,1.0,2.0
33,1,1,2019,3,24,2019-01-03,52.0,40.5,31.0,97.0,85.4,53.0,13.0,7.5,0.0,1.0,3.0
34,1,1,2019,4,59,2019-01-04,67.0,46.0,30.0,96.0,66.7,31.0,10.0,3.8,0.0,1.0,4.0
35,1,1,2019,5,136,2019-01-05,73.0,49.1,32.0,93.0,66.4,24.0,13.0,4.3,0.0,0.0,5.0
36,1,1,2019,6,123,2019-01-06,75.0,53.9,34.0,100.0,84.7,53.0,17.0,7.6,0.0,0.0,6.0
37,1,1,2019,7,65,2019-01-07,76.0,67.2,58.0,97.0,82.8,58.0,14.0,8.0,3.0,0.0,0.0
38,1,1,2019,8,80,2019-01-08,77.0,61.6,52.0,100.0,78.9,42.0,20.0,4.4,0.0,0.0,1.0
39,1,1,2019,9,55,2019-01-09,62.0,53.5,43.0,76.0,45.8,35.0,17.0,12.1,0.0,0.0,2.0
40,1,1,2019,10,77,2019-01-10,60.0,51.2,40.0,86.0,56.5,32.0,10.0,3.3,0.0,0.0,3.0
41,1,1,2019,11,99,2019-01-11,63.0,55.0,43.0,97.0,82.5,65.0,12.0,4.4,0.0,0.0,4.0
42,1,1,2019,12,130,2019-01-12,62.0,54.9,42.0,97.0,72.8,42.0,17.0,8.3,0.0,1.0,5.0
43,1,1,2019,13,132,2019-01-13,53.0,45.6,38.0,79.0,66.1,54.0,15.0,12.3,6.0,0.0,6.0
44,1,1,2019,14,30,2019-01-14,50.0,43.8,36.0,86.0,70.2,57.0,14.0,6.9,0.0,0.0,0.0
45,1,1,2019,15,40,2019-01-15,51.0,49.4,47.0,86.0,74.5,63.0,9.0,4.0,0.0,0.0,1.0
46,1,1,2019,16,78,2019-01-16,58.0,54.3,50.0,96.0,90.5,83.0,7.0,2.5,0.0,0.0,2.0
47,1,1,2019,17,70,2019-01-17,77.0,61.2,48.0,96.0,75.6,32.0,9.0,4.6,0.0,1.0,3.0
48,1,1,2019,18,109,2019-01-18,66.0,59.9,50.0,97.0,92.6,84.0,17.0,8.8,0.0,0.0,4.0
49,1,1,2019,19,352,2019-01-19,65.0,51.6,35.0,78.0,46.6,31.0,25.0,17.3,8.0,1.0,5.0
50,1,1,2019,20,250,2019-01-20,55.0,41.5,33.0,85.0,55.0,34.0,10.0,5.6,0.0,0.0,6.0
51,1,1,2019,21,142,2019-01-21,67.0,49.8,29.0,92.0,72.7,48.0,22.0,10.2,0.0,0.0,0.0
52,1,1,2019,22,76,2019-01-22,71.0,60.9,44.0,87.0,75.4,61.0,25.0,12.0,5.0,0.0,1.0
53,1,1,2019,23,46,2019-01-23,56.0,43.3,31.0,89.0,48.6,26.0,24.0,12.8,0.0,1.0,2.0
54,1,1,2019,24,76,2019-01-24,64.0,45.0,27.0,89.0,60.4,27.0,18.0,6.0,0.0,0.0,3.0
55,1,1,2019,25,135,2019-01-25,60.0,48.3,35.0,89.0,68.6,42.0,12.0,4.1,0.0,0.0,4.0
56,1,1,2019,26,268,2019-01-26,64.0,51.4,39.0,93.0,81.1,54.0,10.0,5.1,0.0,0.0,5.0
57,1,1,2019,27,168,2019-01-27,67.0,51.6,39.0,100.0,77.3,23.0,9.0,3.5,0.0,1.0,6.0
58,1,1,2019,28,65,2019-01-28,71.0,55.5,38.0,97.0,65.0,39.0,30.0,13.5,3.0,0.0,0.0
59,1,1,2019,29,41,2019-01-29,49.0,43.6,37.0,65.0,43.0,31.0,24.0,12.5,0.0,0.0,1.0
60,1,1,2019,30,67,2019-01-30,55.0,47.4,37.0,76.0,56.9,37.0,12.0,5.0,0.0,0.0,2.0
61,1,1,2019,31,50,2019-01-31,61.0,54.6,48.0,93.0,83.1,71.0,12.0,3.5,0.0,0.0,3.0
62,1,2,2019,1,283,2019-01-01,46.0,41.5,36.0,97.0,83.5,76.0,21.0,11.2,0.0,0.0,1.0
63,1,2,2019,2,20,2019-01-02,41.0,38.3,37.0,97.0,92.2,79.0,15.0,10.8,8.0,1.0,2.0
64,1,2,2019,3,15,2019-01-03,52.0,40.5,31.0,97.0,85.4,53.0,13.0,7.5,0.0,1.0,3.0
65,1,2,2019,4,23,2019-01-04,67.0,46.0,30.0,96.0,66.7,31.0,10.0,3.8,0.0,1.0,4.0
66,1,2,2019,5,94,2019-01-05,73.0,49.1,32.0,93.0,66.4,24.0,13.0,4.3,0.0,0.0,5.0
67,1,2,2019,6,123,2019-01-06,75.0,53.9,34.0,100.0,84.7,53.0,17.0,7.6,0.0,0.0,6.0
68,1,2,2019,7,49,2019-01-07,76.0,67.2,58.0,97.0,82.8,58.0,14.0,8.0,3.0,0.0,0.0
69,1,2,2019,8,79,2019-01-08,77.0,61.6,52.0,100.0,78.9,42.0,20.0,4.4,0.0,0.0,1.0
70,1,2,2019,9,40,2019-01-09,62.0,53.5,43.0,76.0,45.8,35.0,17.0,12.1,0.0,0.0,2.0
71,1,2,2019,10,55,2019-01-10,60.0,51.2,40.0,86.0,56.5,32.0,10.0,3.3,0.0,0.0,3.0
72,1,2,2019,11,87,2019-01-11,63.0,55.0,43.0,97.0,82.5,65.0,12.0,4.4,0.0,0.0,4.0
73,1,2,2019,12,166,2019-01-12,62.0,54.9,42.0,97.0,72.8,42.0,17.0,8.3,0.0,1.0,5.0
74,1,2,2019,13,133,2019-01-13,53.0,45.6,38.0,79.0,66.1,54.0,15.0,12.3,6.0,0.0,6.0
75,1,2,2019,14,34,2019-01-14,50.0,43.8,36.0,86.0,70.2,57.0,14.0,6.9,0.0,0.0,0.0
76,1,2,2019,15,15,2019-01-15,51.0,49.4,47.0,86.0,74.5,63.0,9.0,4.0,0.0,0.0,1.0
77,1,2,2019,16,49,2019-01-16,58.0,54.3,50.0,96.0,90.5,83.0,7.0,2.5,0.0,0.0,2.0
78,1,2,2019,17,38,2019-01-17,77.0,61.2,48.0,96.0,75.6,32.0,9.0,4.6,0.0,1.0,3.0
79,1,2,2019,18,111,2019-01-18,66.0,59.9,50.0,97.0,92.6,84.0,17.0,8.8,0.0,0.0,4.0
80,1,2,2019,19,330,2019-01-19,65.0,51.6,35.0,78.0,46.6,31.0,25.0,17.3,8.0,1.0,5.0
81,1,2,2019,20,253,2019-01-20,55.0,41.5,33.0,85.0,55.0,34.0,10.0,5.6,0.0,0.0,6.0
82,1,2,2019,21,82,2019-01-21,67.0,49.8,29.0,92.0,72.7,48.0,22.0,10.2,0.0,0.0,0.0
83,1,2,2019,22,68,2019-01-22,71.0,60.9,44.0,87.0,75.4,61.0,25.0,12.0,5.0,0.0,1.0
84,1,2,2019,23,32,2019-01-23,56.0,43.3,31.0,89.0,48.6,26.0,24.0,12.8,0.0,1.0,2.0
85,1,2,2019,24,45,2019-01-24,64.0,45.0,27.0,89.0,60.4,27.0,18.0,6.0,0.0,0.0,3.0
86,1,2,2019,25,133,2019-01-25,60.0,48.3,35.0,89.0,68.6,42.0,12.0,4.1,0.0,0.0,4.0
87,1,2,2019,26,293,2019-01-26,64.0,51.4,39.0,93.0,81.1,54.0,10.0,5.1,0.0,0.0,5.0
88,1,2,2019,27,252,2019-01-27,67.0,51.6,39.0,100.0,77.3,23.0,9.0,3.5,0.0,1.0,6.0
89,1,2,2019,28,41,2019-01-28,71.0,55.5,38.0,97.0,65.0,39.0,30.0,13.5,3.0,0.0,0.0
90,1,2,2019,29,34,2019-01-29,49.0,43.6,37.0,65.0,43.0,31.0,24.0,12.5,0.0,0.0,1.0
91,1,2,2019,30,28,2019-01-30,55.0,47.4,37.0,76.0,56.9,37.0,12.0,5.0,0.0,0.0,2.0
92,1,2,2019,31,34,2019-01-31,61.0,54.6,48.0,93.0,83.1,71.0,12.0,3.5,0.0,0.0,3.0
93,1,3,2019,1,125,2019-01-01,46.0,41.5,36.0,97.0,83.5,76.0,21.0,11.2,0.0,0.0,1.0
94,1,3,2019,2,4,2019-01-02,41.0,38.3,37.0,97.0,92.2,79.0,15.0,10.8,8.0,1.0,2.0
95,1,3,2019,3,3,2019-01-03,52.0,40.5,31.0,97.0,85.4,53.0,13.0,7.5,0.0,1.0,3.0
96,1,3,2019,4,13,2019-01-04,67.0,46.0,30.0,96.0,66.7,31.0,10.0,3.8,0.0,1.0,4.0
97,1,3,2019,5,38,2019-01-05,73.0,49.1,32.0,93.0,66.4,24.0,13.0,4.3,0.0,0.0,5.0
98,1,3,2019,6,52,2019-01-06,75.0,53.9,34.0,100.0,84.7,53.0,17.0,7.6,0.0,0.0,6.0
99,1,3,2019,7,14,2019-01-07,76.0,67.2,58.0,97.0,82.8,58.0,14.0,8.0,3.0,0.0,0.0
100,1,3,2019,8,15,2019-01-08,77.0,61.6,52.0,100.0,78.9,42.0,20.0,4.4,0.0,0.0,1.0
101,1,3,2019,9,18,2019-01-09,62.0,53.5,43.0,76.0,45.8,35.0,17.0,12.1,0.0,0.0,2.0
102,1,3,2019,10,14,2019-01-10,60.0,51.2,40.0,86.0,56.5,32.0,10.0,3.3,0.0,0.0,3.0
103,1,3,2019,11,22,2019-01-11,63.0,55.0,43.0,97.0,82.5,65.0,12.0,4.4,0.0,0.0,4.0
104,1,3,2019,12,51,2019-01-12,62.0,54.9,42.0,97.0,72.8,42.0,17.0,8.3,0.0,1.0,5.0
105,1,3,2019,13,29,2019-01-13,53.0,45.6,38.0,79.0,66.1,54.0,15.0,12.3,6.0,0.0,6.0
106,1,3,2019,14,17,2019-01-14,50.0,43.8,36.0,86.0,70.2,57.0,14.0,6.9,0.0,0.0,0.0
107,1,3,2019,15,23,2019-01-15,51.0,49.4,47.0,86.0,74.5,63.0,9.0,4.0,0.0,0.0,1.0
108,1,3,2019,16,21,2019-01-16,58.0,54.3,50.0,96.0,90.5,83.0,7.0,2.5,0.0,0.0,2.0
109,1,3,2019,17,10,2019-01-17,77.0,61.2,48.0,96.0,75.6,32.0,9.0,4.6,0.0,1.0,3.0
110,1,3,2019,18,31,2019-01-18,66.0,59.9,50.0,97.0,92.6,84.0,17.0,8.8,0.0,0.0,4.0
111,1,3,2019,19,93,2019-01-19,65.0,51.6,35.0,78.0,46.6,31.0,25.0,17.3,8.0,1.0,5.0
112,1,3,2019,20,83,2019-01-20,55.0,41.5,33.0,85.0,55.0,34.0,10.0,5.6,0.0,0.0,6.0
113,1,3,2019,21,46,2019-01-21,67.0,49.8,29.0,92.0,72.7,48.0,22.0,10.2,0.0,0.0,0.0
114,1,3,2019,22,21,2019-01-22,71.0,60.9,44.0,87.0,75.4,61.0,25.0,12.0,5.0,0.0,1.0
115,1,3,2019,23,4,2019-01-23,56.0,43.3,31.0,89.0,48.6,26.0,24.0,12.8,0.0,1.0,2.0
116,1,3,2019,24,15,2019-01-24,64.0,45.0,27.0,89.0,60.4,27.0,18.0,6.0,0.0,0.0,3.0
117,1,3,2019,25,58,2019-01-25,60.0,48.3,35.0,89.0,68.6,42.0,12.0,4.1,0.0,0.0,4.0
118,1,3,2019,26,138,2019-01-26,64.0,51.4,39.0,93.0,81.1,54.0,10.0,5.1,0.0,0.0,5.0
119,1,3,2019,27,123,2019-01-27,67.0,51.6,39.0,100.0,77.3,23.0,9.0,3.5,0.0,1.0,6.0
120,1,3,2019,28,13,2019-01-28,71.0,55.5,38.0,97.0,65.0,39.0,30.0,13.5,3.0,0.0,0.0
121,1,3,2019,29,6,2019-01-29,49.0,43.6,37.0,65.0,43.0,31.0,24.0,12.5,0.0,0.0,1.0
122,1,3,2019,30,11,2019-01-30,55.0,47.4,37.0,76.0,56.9,37.0,12.0,5.0,0.0,0.0,2.0
123,1,3,2019,31,21,2019-01-31,61.0,54.6,48.0,93.0,83.1,71.0,12.0,3.5,0.0,0.0,3.0
124,1,4,2019,1,47,2019-01-01,46.0,41.5,36.0,97.0,83.5,76.0,21.0,11.2,0.0,0.0,1.0
125,1,4,2019,2,2,2019-01-02,41.0,38.3,37.0,97.0,92.2,79.0,15.0,10.8,8.0,1.0,2.0
126,1,4,2019,3,2,2019-01-03,52.0,40.5,31.0,97.0,85.4,53.0,13.0,7.5,0.0,1.0,3.0
127,1,4,2019,4,11,2019-01-04,67.0,46.0,30.0,96.0,66.7,31.0,10.0,3.8,0.0,1.0,4.0
128,1,4,2019,5,21,2019-01-05,73.0,49.1,32.0,93.0,66.4,24.0,13.0,4.3,0.0,0.0,5.0
129,1,4,2019,6,15,2019-01-06,75.0,53.9,34.0,100.0,84.7,53.0,17.0,7.6,0.0,0.0,6.0
130,1,4,2019,7,26,2019-01-07,76.0,67.2,58.0,97.0,82.8,58.0,14.0,8.0,3.0,0.0,0.0
131,1,4,2019,8,17,2019-01-08,77.0,61.6,52.0,100.0,78.9,42.0,20.0,4.4,0.0,0.0,1.0
132,1,4,2019,9,11,2019-01-09,62.0,53.5,43.0,76.0,45.8,35.0,17.0,12.1,0.0,0.0,2.0
133,1,4,2019,10,11,2019-01-10,60.0,51.2,40.0,86.0,56.5,32.0,10.0,3.3,0.0,0.0,3.0
134,1,4,2019,11,17,2019-01-11,63.0,55.0,43.0,97.0,82.5,65.0,12.0,4.4,0.0,0.0,4.0
135,1,4,2019,12,19,2019-01-12,62.0,54.9,42.0,97.0,72.8,42.0,17.0,8.3,0.0,1.0,5.0
136,1,4,2019,13,24,2019-01-13,53.0,45.6,38.0,79.0,66.1,54.0,15.0,12.3,6.0,0.0,6.0
137,1,4,2019,14,10,2019-01-14,50.0,43.8,36.0,86.0,70.2,57.0,14.0,6.9,0.0,0.0,0.0
138,1,4,2019,15,15,2019-01-15,51.0,49.4,47.0,86.0,74.5,63.0,9.0,4.0,0.0,0.0,1.0
139,1,4,2019,16,15,2019-01-16,58.0,54.3,50.0,96.0,90.5,83.0,7.0,2.5,0.0,0.0,2.0
140,1,4,2019,17,22,2019-01-17,77.0,61.2,48.0,96.0,75.6,32.0,9.0,4.6,0.0,1.0,3.0
141,1,4,2019,18,16,2019-01-18,66.0,59.9,50.0,97.0,92.6,84.0,17.0,8.8,0.0,0.0,4.0
142,1,4,2019,19,21,2019-01-19,65.0,51.6,35.0,78.0,46.6,31.0,25.0,17.3,8.0,1.0,5.0
143,1,4,2019,20,31,2019-01-20,55.0,41.5,33.0,85.0,55.0,34.0,10.0,5.6,0.0,0.0,6.0
144,1,4,2019,21,26,2019-01-21,67.0,49.8,29.0,92.0,72.7,48.0,22.0,10.2,0.0,0.0,0.0
145,1,4,2019,22,9,2019-01-22,71.0,60.9,44.0,87.0,75.4,61.0,25.0,12.0,5.0,0.0,1.0
146,1,4,2019,23,10,2019-01-23,56.0,43.3,31.0,89.0,48.6,26.0,24.0,12.8,0.0,1.0,2.0
147,1,4,2019,24,11,2019-01-24,64.0,45.0,27.0,89.0,60.4,27.0,18.0,6.0,0.0,0.0,3.0
148,1,4,2019,25,43,2019-01-25,60.0,48.3,35.0,89.0,68.6,42.0,12.0,4.1,0.0,0.0,4.0
149,1,4,2019,26,50,2019-01-26,64.0,51.4,39.0,93.0,81.1,54.0,10.0,5.1,0.0,0.0,5.0
150,1,4,2019,27,48,2019-01-27,67.0,51.6,39.0,100.0,77.3,23.0,9.0,3.5,0.0,1.0,6.0
151,1,4,2019,28,13,2019-01-28,71.0,55.5,38.0,97.0,65.0,39.0,30.0,13.5,3.0,0.0,0.0
152,1,4,2019,29,7,2019-01-29,49.0,43.6,37.0,65.0,43.0,31.0,24.0,12.5,0.0,0.0,1.0
153,1,4,2019,30,16,2019-01-30,55.0,47.4,37.0,76.0,56.9,37.0,12.0,5.0,0.0,0.0,2.0
154,1,4,2019,31,23,2019-01-31,61.0,54.6,48.0,93.0,83.1,71.0,12.0,3.5,0.0,0.0,3.0
155,1,5,2019,1,26,2019-01-01,46.0,41.5,36.0,97.0,83.5,76.0,21.0,11.2,0.0,0.0,1.0
156,1,5,2019,2,4,2019-01-02,41.0,38.3,37.0,97.0,92.2,79.0,15.0,10.8,8.0,1.0,2.0
157,1,5,2019,3,19,2019-01-03,52.0,40.5,31.0,97.0,85.4,53.0,13.0,7.5,0.0,1.0,3.0
158,1,5,2019,4,23,2019-01-04,67.0,46.0,30.0,96.0,66.7,31.0,10.0,3.8,0.0,1.0,4.0
159,1,5,2019,5,14,2019-01-05,73.0,49.1,32.0,93.0,66.4,24.0,13.0,4.3,0.0,0.0,5.0
160,1,5,2019,6,12,2019-01-06,75.0,53.9,34.0,100.0,84.7,53.0,17.0,7.6,0.0,0.0,6.0
161,1,5,2019,7,30,2019-01-07,76.0,67.2,58.0,97.0,82.8,58.0,14.0,8.0,3.0,0.0,0.0
162,1,5,2019,8,37,2019-01-08,77.0,61.6,52.0,100.0,78.9,42.0,20.0,4.4,0.0,0.0,1.0
163,1,5,2019,9,29,2019-01-09,62.0,53.5,43.0,76.0,45.8,35.0,17.0,12.1,0.0,0.0,2.0
164,1,5,2019,10,27,2019-01-10,60.0,51.2,40.0,86.0,56.5,32.0,10.0,3.3,0.0,0.0,3.0
165,1,5,2019,11,42,2019-01-11,63.0,55.0,43.0,97.0,82.5,65.0,12.0,4.4,0.0,0.0,4.0
166,1,5,2019,12,22,2019-01-12,62.0,54.9,42.0,97.0,72.8,42.0,17.0,8.3,0.0,1.0,5.0
167,1,5,2019,13,6,2019-01-13,53.0,45.6,38.0,79.0,66.1,54.0,15.0,12.3,6.0,0.0,6.0
168,1,5,2019,14,33,2019-01-14,50.0,43.8,36.0,86.0,70.2,57.0,14.0,6.9,0.0,0.0,0.0
169,1,5,2019,15,47,2019-01-15,51.0,49.4,47.0,86.0,74.5,63.0,9.0,4.0,0.0,0.0,1.0
170,1,5,2019,16,35,2019-01-16,58.0,54.3,50.0,96.0,90.5,83.0,7.0,2.5,0.0,0.0,2.0
171,1,5,2019,17,40,2019-01-17,77.0,61.2,48.0,96.0,75.6,32.0,9.0,4.6,0.0,1.0,3.0
172,1,5,2019,18,44,2019-01-18,66.0,59.9,50.0,97.0,92.6,84.0,17.0,8.8,0.0,0.0,4.0
173,1,5,2019,19,14,2019-01-19,65.0,51.6,35.0,78.0,46.6,31.0,25.0,17.3,8.0,1.0,5.0
174,1,5,2019,20,14,2019-01-20,55.0,41.5,33.0,85.0,55.0,34.0,10.0,5.6,0.0,0.0,6.0
175,1,5,2019,21,29,2019-01-21,67.0,49.8,29.0,92.0,72.7,48.0,22.0,10.2,0.0,0.0,0.0
176,1,5,2019,22,41,2019-01-22,71.0,60.9,44.0,87.0,75.4,61.0,25.0,12.0,5.0,0.0,1.0
177,1,5,2019,23,35,2019-01-23,56.0,43.3,31.0,89.0,48.6,26.0,24.0,12.8,0.0,1.0,2.0
178,1,5,2019,24,42,2019-01-24,64.0,45.0,27.0,89.0,60.4,27.0,18.0,6.0,0.0,0.0,3.0
179,1,5,2019,25,44,2019-01-25,60.0,48.3,35.0,89.0,68.6,42.0,12.0,4.1,0.0,0.0,4.0
180,1,5,2019,26,20,2019-01-26,64.0,51.4,39.0,93.0,81.1,54.0,10.0,5.1,0.0,0.0,5.0
181,1,5,2019,27,29,2019-01-27,67.0,51.6,39.0,100.0,77.3,23.0,9.0,3.5,0.0,1.0,6.0
182,1,5,2019,28,45,2019-01-28,71.0,55.5,38.0,97.0,65.0,39.0,30.0,13.5,3.0,0.0,0.0
183,1,5,2019,29,40,2019-01-29,49.0,43.6,37.0,65.0,43.0,31.0,24.0,12.5,0.0,0.0,1.0
184,1,5,2019,30,41,2019-01-30,55.0,47.4,37.0,76.0,56.9,37.0,12.0,5.0,0.0,0.0,2.0
185,1,5,2019,31,45,2019-01-31,61.0,54.6,48.0,93.0,83.1,71.0,12.0,3.5,0.0,0.0,3.0
186,1,6,2019,1,19,2019-01-01,46.0,41.5,36.0,97.0,83.5,76.0,21.0,11.2,0.0,0.0,1.0
187,1,6,2019,2,20,2019-01-02,41.0,38.3,37.0,97.0,92.2,79.0,15.0,10.8,8.0,1.0,2.0
188,1,6,2019,3,26,2019-01-03,52.0,40.5,31.0,97.0,85.4,53.0,13.0,7.5,0.0,1.0,3.0
189,1,6,2019,4,36,2019-01-04,67.0,46.0,30.0,96.0,66.7,31.0,10.0,3.8,0.0,1.0,4.0
190,1,6,2019,5,22,2019-01-05,73.0,49.1,32.0,93.0,66.4,24.0,13.0,4.3,0.0,0.0,5.0
191,1,6,2019,6,13,2019-01-06,75.0,53.9,34.0,100.0,84.7,53.0,17.0,7.6,0.0,0.0,6.0
192,1,6,2019,7,57,2019-01-07,76.0,67.2,58.0,97.0,82.8,58.0,14.0,8.0,3.0,0.0,0.0
193,1,6,2019,8,55,2019-01-08,77.0,61.6,52.0,100.0,78.9,42.0,20.0,4.4,0.0,0.0,1.0
194,1,6,2019,9,57,2019-01-09,62.0,53.5,43.0,76.0,45.8,35.0,17.0,12.1,0.0,0.0,2.0
195,1,6,2019,10,59,2019-01-10,60.0,51.2,40.0,86.0,56.5,32.0,10.0,3.3,0.0,0.0,3.0
196,1,6,2019,11,62,2019-01-11,63.0,55.0,43.0,97.0,82.5,65.0,12.0,4.4,0.0,0.0,4.0
197,1,6,2019,12,30,2019-01-12,62.0,54.9,42.0,97.0,72.8,42.0,17.0,8.3,0.0,1.0,5.0
198,1,6,2019,13,20,2019-01-13,53.0,45.6,38.0,79.0,66.1,54.0,15.0,12.3,6.0,0.0,6.0
199,1,6,2019,14,52,2019-01-14,50.0,43.8,36.0,86.0,70.2,57.0,14.0,6.9,0.0,0.0,0.0
200,1,6,2019,15,67,2019-01-15,51.0,49.4,47.0,86.0,74.5,63.0,9.0,4.0,0.0,0.0,1.0
201,1,6,2019,16,70,2019-01-16,58.0,54.3,50.0,96.0,90.5,83.0,7.0,2.5,0.0,0.0,2.0
202,1,6,2019,17,56,2019-01-17,77.0,61.2,48.0,96.0,75.6,32.0,9.0,4.6,0.0,1.0,3.0
203,1,6,2019,18,70,2019-01-18,66.0,59.9,50.0,97.0,92.6,84.0,17.0,8.8,0.0,0.0,4.0
204,1,6,2019,19,19,2019-01-19,65.0,51.6,35.0,78.0,46.6,31.0,25.0,17.3,8.0,1.0,5.0
205,1,6,2019,20,9,2019-01-20,55.0,41.5,33.0,85.0,55.0,34.0,10.0,5.6,0.0,0.0,6.0
206,1,6,2019,21,42,2019-01-21,67.0,49.8,29.0,92.0,72.7,48.0,22.0,10.2,0.0,0.0,0.0
207,1,6,2019,22,76,2019-01-22,71.0,60.9,44.0,87.0,75.4,61.0,25.0,12.0,5.0,0.0,1.0
208,1,6,2019,23,64,2019-01-23,56.0,43.3,31.0,89.0,48.6,26.0,24.0,12.8,0.0,1.0,2.0
209,1,6,2019,24,65,2019-01-24,64.0,45.0,27.0,89.0,60.4,27.0,18.0,6.0,0.0,0.0,3.0
210,1,6,2019,25,83,2019-01-25,60.0,48.3,35.0,89.0,68.6,42.0,12.0,4.1,0.0,0.0,4.0
211,1,6,2019,26,35,2019-01-26,64.0,51.4,39.0,93.0,81.1,54.0,10.0,5.1,0.0,0.0,5.0
212,1,6,2019,27,26,2019-01-27,67.0,51.6,39.0,100.0,77.3,23.0,9.0,3.5,0.0,1.0,6.0
213,1,6,2019,28,85,2019-01-28,71.0,55.5,38.0,97.0,65.0,39.0,30.0,13.5,3.0,0.0,0.0
214,1,6,2019,29,69,2019-01-29,49.0,43.6,37.0,65.0,43.0,31.0,24.0,12.5,0.0,0.0,1.0
215,1,6,2019,30,82,2019-01-30,55.0,47.4,37.0,76.0,56.9,37.0,12.0,5.0,0.0,0.0,2.0
216,1,6,2019,31,73,2019-01-31,61.0,54.6,48.0,93.0,83.1,71.0,12.0,3.5,0.0,0.0,3.0
