,month,hour,year,day,count,date,maxtemp,atemp,mintemp,maxhum,ahum,minhum,maxwind,awind,minwind,prec,day_of_week,vehicle_type,vehicle_encoded
5466,8,0,2019,16,17,2019-08-16,101,89,75,87,56,33,15,6,0,0,4,bicycle,1
5467,8,0,2019,17,25,2019-08-17,101,87,79,90,64,33,20,11,7,0,5,bicycle,1
5468,8,0,2019,18,44,2019-08-18,101,87,79,94,65,33,17,10,0,0,6,bicycle,1
5469,8,0,2019,19,8,2019-08-19,101,88,78,94,65,34,15,9,3,0,0,bicycle,1
5470,8,0,2019,20,2,2019-08-20,99,87,77,96,63,33,17,7,0,0,1,bicycle,1
5471,8,0,2019,21,10,2019-08-21,98,86,75,94,62,31,17,8,0,0,2,bicycle,1
5472,8,0,2019,22,13,2019-08-22,99,85,76,91,66,35,17,6,0,0,3,bicycle,1
5473,8,0,2019,23,18,2019-08-23,99,85,76,94,69,36,31,6,0,0,4,bicycle,1
5474,8,0,2019,24,24,2019-08-24,96,83,76,94,74,46,16,5,0,0,5,bicycle,1
5475,8,0,2019,25,15,2019-08-25,100,85,76,97,73,39,17,5,0,0,6,bicycle,1
5476,8,0,2019,26,7,2019-08-26,102,88,78,94,68,38,22,12,3,0,0,bicycle,1
5477,8,0,2019,27,3,2019-08-27,94,85,79,90,69,47,21,8,0,0,1,bicycle,1
5478,8,0,2019,29,8,2019-08-29,100,86,76,91,65,34,12,5,0,0,3,bicycle,1
5479,8,0,2019,30,11,2019-08-30,98,84,74,97,69,35,18,5,0,0,4,bicycle,1
5480,8,0,2019,31,34,2019-08-31,98,84,73,93,65,31,13,3,0,0,5,bicycle,1
5481,8,1,2018,1,6,2018-08-01,98,84,68,87,51,23,14,6,0,0,2,bicycle,1
5482,8,1,2018,2,5,2018-08-02,97,82,67,97,66,34,23,7,0,0,3,bicycle,1
5483,8,1,2018,3,2,2018-08-03,97,83,73,94,69,30,20,8,0,0,4,bicycle,1
5484,8,1,2018,4,5,2018-08-04,95,83,71,97,69,41,20,6,0,0,5,bicycle,1
5485,8,1,2018,5,11,2018-08-05,99,84,73,96,65,35,17,8,0,0,6,bicycle,1
5486,8,1,2018,6,2,2018-08-06,100,86,78,90,63,31,17,10,0,0,0,bicycle,1
5487,8,1,2018,7,4,2018-08-07,99,86,72,97,61,30,14,7,0,0,1,bicycle,1
5488,8,1,2018,8,2,2018-08-08,97,85,76,91,62,35,15,7,0,0,2,bicycle,1
5489,8,1,2018,9,6,2018-08-09,96,82,78,90,71,40,20,5,0,0,3,bicycle,1
5490,8,1,2018,10,6,2018-08-10,91,79,75,96,84,50,15,6,0,0,4,bicycle,1
5491,8,1,2018,11,8,2018-08-11,96,84,76,94,69,32,22,11,0,0,5,bicycle,1
5492,8,1,2018,12,8,2018-08-12,97,84,74,97,66,37,17,11,3,1,6,bicycle,1
5493,8,1,2018,13,3,2018-08-13,100,85,75,94,64,33,16,8,3,1,0,bicycle,1
5494,8,1,2018,14,1,2018-08-14,101,87,77,90,63,32,17,10,5,0,1,bicycle,1
5495,8,1,2018,15,4,2018-08-15,102,86,73,96,62,25,15,8,0,0,2,bicycle,1
5496,8,1,2018,16,2,2018-08-16,101,87,76,94,56,26,15,8,5,0,3,bicycle,1
5497,8,1,2018,17,4,2018-08-17,102,86,76,94,62,26,17,10,6,0,4,bicycle,1
5498,8,1,2018,18,7,2018-08-18,101,88,79,90,60,31,14,7,0,0,5,bicycle,1
5499,8,1,2018,19,5,2018-08-19,102,89,77,88,56,31,13,5,0,0,6,bicycle,1
5500,8,1,2018,20,6,2018-08-20,102,89,78,79,52,26,10,6,0,1,0,bicycle,1
5501,8,1,2018,21,2,2018-08-21,102,89,75,85,51,28,13,6,0,0,1,bicycle,1
5502,8,1,2018,22,1,2018-08-22,101,87,73,90,54,28,15,8,0,0,2,bicycle,1
5503,8,1,2018,23,1,2018-08-23,100,90,79,84,52,31,17,11,6,0,3,bicycle,1
5504,8,1,2018,24,1,2018-08-24,100,85,76,88,64,30,23,8,0,0,4,bicycle,1
5505,8,1,2018,25,23,2018-08-25,101,87,76,94,62,31,18,10,3,0,5,bicycle,1
5506,8,1,2018,26,15,2018-08-26,102,93,84,67,45,28,21,14,8,0,6,bicycle,1
5507,8,1,2018,27,5,2018-08-27,100,85,78,87,65,31,24,9,0,0,0,bicycle,1
5508,8,1,2018,28,5,2018-08-28,99,84,74,91,66,32,15,4,0,0,1,bicycle,1
5509,8,1,2018,29,7,2018-08-29,99,83,70,93,65,32,16,4,0,0,2,bicycle,1
5510,8,1,2018,30,8,2018-08-30,98,85,73,90,63,34,17,5,0,0,3,bicycle,1
5511,8,1,2018,31,11,2018-08-31,98,84,74,91,67,37,21,6,0,0,4,bicycle,1
5512,8,1,2019,1,4,2019-08-01,96,84,72,97,65,37,8,4,0,0,3,bicycle,1
5513,8,1,2019,2,14,2019-08-02,96,85,73,96,64,37,9,4,0,0,4,bicycle,1
5514,8,1,2019,3,18,2019-08-03,93,83,75,94,69,48,13,5,0,0,5,bicycle,1
5515,8,1,2019,4,27,2019-08-04,94,82,75,97,75,43,12,4,0,1,6,bicycle,1
5516,8,1,2019,5,7,2019-08-05,96,84,73,96,68,41,13,4,0,0,0,bicycle,1
5517,8,1,2019,6,5,2019-08-06,97,85,73,97,67,37,14,6,0,0,1,bicycle,1
5518,8,1,2019,7,4,2019-08-07,97,85,76,100,70,37,15,9,5,0,2,bicycle,1
5519,8,1,2019,8,16,2019-08-08,99,86,76,97,70,36,17,10,3,0,3,bicycle,1
5520,8,1,2019,9,7,2019-08-09,100,86,77,100,69,35,18,11,5,0,4,bicycle,1
5521,8,1,2019,10,29,2019-08-10,99,85,77,96,69,34,16,10,6,0,5,bicycle,1
5522,8,1,2019,11,43,2019-08-11,99,85,75,100,70,35,15,9,3,0,6,bicycle,1
5523,8,1,2019,12,11,2019-08-12,101,87,76,97,64,33,14,9,3,0,0,bicycle,1
5524,8,1,2019,13,4,2019-08-13,101,88,76,100,64,32,14,9,3,0,1,bicycle,1
5525,8,1,2019,14,5,2019-08-14,100,86,75,97,66,35,28,5,0,0,2,bicycle,1
5526,8,1,2019,15,7,2019-08-15,99,86,75,96,65,39,8,4,0,0,3,bicycle,1
5527,8,1,2019,16,8,2019-08-16,101,89,75,87,56,33,15,6,0,0,4,bicycle,1
5528,8,1,2019,17,21,2019-08-17,101,87,79,90,64,33,20,11,7,0,5,bicycle,1
5529,8,1,2019,18,37,2019-08-18,101,87,79,94,65,33,17,10,0,0,6,bicycle,1
5530,8,1,2019,19,4,2019-08-19,101,88,78,94,65,34,15,9,3,0,0,bicycle,1
5531,8,1,2019,20,7,2019-08-20,99,87,77,96,63,33,17,7,0,0,1,bicycle,1
5532,8,1,2019,21,8,2019-08-21,98,86,75,94,62,31,17,8,0,0,2,bicycle,1
5533,8,1,2019,22,10,2019-08-22,99,85,76,91,66,35,17,6,0,0,3,bicycle,1
5534,8,1,2019,23,12,2019-08-23,99,85,76,94,69,36,31,6,0,0,4,bicycle,1
5535,8,1,2019,24,31,2019-08-24,96,83,76,94,74,46,16,5,0,0,5,bicycle,1
5536,8,1,2019,25,24,2019-08-25,100,85,76,97,73,39,17,5,0,0,6,bicycle,1
5537,8,1,2019,26,8,2019-08-26,102,88,78,94,68,38,22,12,3,0,0,bicycle,1
5538,8,1,2019,29,7,2019-08-29,100,86,76,91,65,34,12,5,0,0,3,bicycle,1
5539,8,1,2019,30,8,2019-08-30,98,84,74,97,69,35,18,5,0,0,4,bicycle,1
5540,8,1,2019,31,28,2019-08-31,98,84,73,93,65,31,13,3,0,0,5,bicycle,1
5541,8,2,2018,1,3,2018-08-01,98,84,68,87,51,23,14,6,0,0,2,bicycle,1
5542,8,2,2018,2,5,2018-08-02,97,82,67,97,66,34,23,7,0,0,3,bicycle,1
5543,8,2,2018,3,5,2018-08-03,97,83,73,94,69,30,20,8,0,0,4,bicycle,1
5544,8,2,2018,4,7,2018-08-04,95,83,71,97,69,41,20,6,0,0,5,bicycle,1
5545,8,2,2018,5,10,2018-08-05,99,84,73,96,65,35,17,8,0,0,6,bicycle,1
5546,8,2,2018,6,1,2018-08-06,100,86,78,90,63,31,17,10,0,0,0,bicycle,1
5547,8,2,2018,8,2,2018-08-08,97,85,76,91,62,35,15,7,0,0,2,bicycle,1
5548,8,2,2018,9,1,2018-08-09,96,82,78,90,71,40,20,5,0,0,3,bicycle,1
5549,8,2,2018,10,5,2018-08-10,91,79,75,96,84,50,15,6,0,0,4,bicycle,1
5550,8,2,2018,11,10,2018-08-11,96,84,76,94,69,32,22,11,0,0,5,bicycle,1
5551,8,2,2018,12,15,2018-08-12,97,84,74,97,66,37,17,11,3,1,6,bicycle,1
5552,8,2,2018,13,3,2018-08-13,100,85,75,94,64,33,16,8,3,1,0,bicycle,1
5553,8,2,2018,14,4,2018-08-14,101,87,77,90,63,32,17,10,5,0,1,bicycle,1
5554,8,2,2018,15,1,2018-08-15,102,86,73,96,62,25,15,8,0,0,2,bicycle,1
5555,8,2,2018,16,1,2018-08-16,101,87,76,94,56,26,15,8,5,0,3,bicycle,1
5556,8,2,2018,17,1,2018-08-17,102,86,76,94,62,26,17,10,6,0,4,bicycle,1
5557,8,2,2018,18,14,2018-08-18,101,88,79,90,60,31,14,7,0,0,5,bicycle,1
5558,8,2,2018,19,12,2018-08-19,102,89,77,88,56,31,13,5,0,0,6,bicycle,1
5559,8,2,2018,20,3,2018-08-20,102,89,78,79,52,26,10,6,0,1,0,bicycle,1
5560,8,2,2018,21,2,2018-08-21,102,89,75,85,51,28,13,6,0,0,1,bicycle,1
5561,8,2,2018,22,2,2018-08-22,101,87,73,90,54,28,15,8,0,0,2,bicycle,1
5562,8,2,2018,23,2,2018-08-23,100,90,79,84,52,31,17,11,6,0,3,bicycle,1
5563,8,2,2018,24,7,2018-08-24,100,85,76,88,64,30,23,8,0,0,4,bicycle,1
5564,8,2,2018,25,13,2018-08-25,101,87,76,94,62,31,18,10,3,0,5,bicycle,1
5565,8,2,2018,26,14,2018-08-26,102,93,84,67,45,28,21,14,8,0,6,bicycle,1
5566,8,2,2018,27,2,2018-08-27,100,85,78,87,65,31,24,9,0,0,0,bicycle,1
5567,8,2,2018,28,4,2018-08-28,99,84,74,91,66,32,15,4,0,0,1,bicycle,1
5568,8,2,2018,29,9,2018-08-29,99,83,70,93,65,32,16,4,0,0,2,bicycle,1
5569,8,2,2018,30,2,2018-08-30,98,85,73,90,63,34,17,5,0,0,3,bicycle,1
5570,8,2,2018,31,8,2018-08-31,98,84,74,91,67,37,21,6,0,0,4,bicycle,1
5571,8,2,2019,1,4,2019-08-01,96,84,72,97,65,37,8,4,0,0,3,bicycle,1
5572,8,2,2019,2,12,2019-08-02,96,85,73,96,64,37,9,4,0,0,4,bicycle,1
5573,8,2,2019,3,24,2019-08-03,93,83,75,94,69,48,13,5,0,0,5,bicycle,1
5574,8,2,2019,4,42,2019-08-04,94,82,75,97,75,43,12,4,0,1,6,bicycle,1
5575,8,2,2019,5,3,2019-08-05,96,84,73,96,68,41,13,4,0,0,0,bicycle,1
5576,8,2,2019,6,4,2019-08-06,97,85,73,97,67,37,14,6,0,0,1,bicycle,1
5577,8,2,2019,7,6,2019-08-07,97,85,76,100,70,37,15,9,5,0,2,bicycle,1
5578,8,2,2019,8,4,2019-08-08,99,86,76,97,70,36,17,10,3,0,3,bicycle,1
5579,8,2,2019,9,10,2019-08-09,100,86,77,100,69,35,18,11,5,0,4,bicycle,1
5580,8,2,2019,10,40,2019-08-10,99,85,77,96,69,34,16,10,6,0,5,bicycle,1
5581,8,2,2019,11,57,2019-08-11,99,85,75,100,70,35,15,9,3,0,6,bicycle,1
5582,8,2,2019,12,3,2019-08-12,101,87,76,97,64,33,14,9,3,0,0,bicycle,1
5583,8,2,2019,13,5,2019-08-13,101,88,76,100,64,32,14,9,3,0,1,bicycle,1
5584,8,2,2019,14,10,2019-08-14,100,86,75,97,66,35,28,5,0,0,2,bicycle,1
5585,8,2,2019,15,7,2019-08-15,99,86,75,96,65,39,8,4,0,0,3,bicycle,1
5586,8,2,2019,16,15,2019-08-16,101,89,75,87,56,33,15,6,0,0,4,bicycle,1
5587,8,2,2019,17,28,2019-08-17,101,87,79,90,64,33,20,11,7,0,5,bicycle,1
5588,8,2,2019,18,60,2019-08-18,101,87,79,94,65,33,17,10,0,0,6,bicycle,1
5589,8,2,2019,19,2,2019-08-19,101,88,78,94,65,34,15,9,3,0,0,bicycle,1
5590,8,2,2019,20,2,2019-08-20,99,87,77,96,63,33,17,7,0,0,1,bicycle,1
5591,8,2,2019,21,3,2019-08-21,98,86,75,94,62,31,17,8,0,0,2,bicycle,1
5592,8,2,2019,22,5,2019-08-22,99,85,76,91,66,35,17,6,0,0,3,bicycle,1
5593,8,2,2019,23,15,2019-08-23,99,85,76,94,69,36,31,6,0,0,4,bicycle,1
5594,8,2,2019,24,31,2019-08-24,96,83,76,94,74,46,16,5,0,0,5,bicycle,1
5595,8,2,2019,25,28,2019-08-25,100,85,76,97,73,39,17,5,0,0,6,bicycle,1
5596,8,2,2019,26,4,2019-08-26,102,88,78,94,68,38,22,12,3,0,0,bicycle,1
5597,8,2,2019,27,3,2019-08-27,94,85,79,90,69,47,21,8,0,0,1,bicycle,1
5598,8,2,2019,29,2,2019-08-29,100,86,76,91,65,34,12,5,0,0,3,bicycle,1
5599,8,2,2019,30,16,2019-08-30,98,84,74,97,69,35,18,5,0,0,4,bicycle,1
5600,8,2,2019,31,36,2019-08-31,98,84,73,93,65,31,13,3,0,0,5,bicycle,1
5601,8,3,2018,4,7,2018-08-04,95,83,71,97,69,41,20,6,0,0,5,bicycle,1
5602,8,3,2018,5,3,2018-08-05,99,84,73,96,65,35,17,8,0,0,6,bicycle,1
5603,8,3,2018,6,1,2018-08-06,100,86,78,90,63,31,17,10,0,0,0,bicycle,1
5604,8,3,2018,8,1,2018-08-08,97,85,76,91,62,35,15,7,0,0,2,bicycle,1
5605,8,3,2018,10,1,2018-08-10,91,79,75,96,84,50,15,6,0,0,4,bicycle,1
5606,8,3,2018,11,4,2018-08-11,96,84,76,94,69,32,22,11,0,0,5,bicycle,1
5607,8,3,2018,12,5,2018-08-12,97,84,74,97,66,37,17,11,3,1,6,bicycle,1
5608,8,3,2018,15,3,2018-08-15,102,86,73,96,62,25,15,8,0,0,2,bicycle,1
5609,8,3,2018,16,2,2018-08-16,101,87,76,94,56,26,15,8,5,0,3,bicycle,1
5610,8,3,2018,17,2,2018-08-17,102,86,76,94,62,26,17,10,6,0,4,bicycle,1
5611,8,3,2018,18,5,2018-08-18,101,88,79,90,60,31,14,7,0,0,5,bicycle,1
5612,8,3,2018,19,2,2018-08-19,102,89,77,88,56,31,13,5,0,0,6,bicycle,1
5613,8,3,2018,23,2,2018-08-23,100,90,79,84,52,31,17,11,6,0,3,bicycle,1
5614,8,3,2018,24,1,2018-08-24,100,85,76,88,64,30,23,8,0,0,4,bicycle,1
5615,8,3,2018,25,3,2018-08-25,101,87,76,94,62,31,18,10,3,0,5,bicycle,1
5616,8,3,2018,26,3,2018-08-26,102,93,84,67,45,28,21,14,8,0,6,bicycle,1
5617,8,3,2018,27,1,2018-08-27,100,85,78,87,65,31,24,9,0,0,0,bicycle,1
5618,8,3,2018,30,4,2018-08-30,98,85,73,90,63,34,17,5,0,0,3,bicycle,1
5619,8,3,2018,31,8,2018-08-31,98,84,74,91,67,37,21,6,0,0,4,bicycle,1
5620,8,3,2019,1,1,2019-08-01,96,84,72,97,65,37,8,4,0,0,3,bicycle,1
5621,8,3,2019,2,2,2019-08-02,96,85,73,96,64,37,9,4,0,0,4,bicycle,1
5622,8,3,2019,3,13,2019-08-03,93,83,75,94,69,48,13,5,0,0,5,bicycle,1
5623,8,3,2019,4,5,2019-08-04,94,82,75,97,75,43,12,4,0,1,6,bicycle,1
5624,8,3,2019,5,1,2019-08-05,96,84,73,96,68,41,13,4,0,0,0,bicycle,1
5625,8,3,2019,6,4,2019-08-06,97,85,73,97,67,37,14,6,0,0,1,bicycle,1
5626,8,3,2019,7,2,2019-08-07,97,85,76,100,70,37,15,9,5,0,2,bicycle,1
5627,8,3,2019,8,3,2019-08-08,99,86,76,97,70,36,17,10,3,0,3,bicycle,1
5628,8,3,2019,9,3,2019-08-09,100,86,77,100,69,35,18,11,5,0,4,bicycle,1
5629,8,3,2019,10,12,2019-08-10,99,85,77,96,69,34,16,10,6,0,5,bicycle,1
5630,8,3,2019,11,11,2019-08-11,99,85,75,100,70,35,15,9,3,0,6,bicycle,1
5631,8,3,2019,13,1,2019-08-13,101,88,76,100,64,32,14,9,3,0,1,bicycle,1
5632,8,3,2019,14,1,2019-08-14,100,86,75,97,66,35,28,5,0,0,2,bicycle,1
5633,8,3,2019,15,2,2019-08-15,99,86,75,96,65,39,8,4,0,0,3,bicycle,1
5634,8,3,2019,16,1,2019-08-16,101,89,75,87,56,33,15,6,0,0,4,bicycle,1
5635,8,3,2019,17,7,2019-08-17,101,87,79,90,64,33,20,11,7,0,5,bicycle,1
5636,8,3,2019,18,15,2019-08-18,101,87,79,94,65,33,17,10,0,0,6,bicycle,1
5637,8,3,2019,19,5,2019-08-19,101,88,78,94,65,34,15,9,3,0,0,bicycle,1
5638,8,3,2019,21,2,2019-08-21,98,86,75,94,62,31,17,8,0,0,2,bicycle,1
5639,8,3,2019,22,1,2019-08-22,99,85,76,91,66,35,17,6,0,0,3,bicycle,1
5640,8,3,2019,23,3,2019-08-23,99,85,76,94,69,36,31,6,0,0,4,bicycle,1
5641,8,3,2019,24,16,2019-08-24,96,83,76,94,74,46,16,5,0,0,5,bicycle,1
5642,8,3,2019,25,4,2019-08-25,100,85,76,97,73,39,17,5,0,0,6,bicycle,1
5643,8,3,2019,26,4,2019-08-26,102,88,78,94,68,38,22,12,3,0,0,bicycle,1
5644,8,3,2019,27,3,2019-08-27,94,85,79,90,69,47,21,8,0,0,1,bicycle,1
5645,8,3,2019,28,5,2019-08-28,99,86,76,85,62,38,12,4,0,0,2,bicycle,1
5646,8,3,2019,29,1,2019-08-29,100,86,76,91,65,34,12,5,0,0,3,bicycle,1
5647,8,3,2019,30,6,2019-08-30,98,84,74,97,69,35,18,5,0,0,4,bicycle,1
5648,8,3,2019,31,7,2019-08-31,98,84,73,93,65,31,13,3,0,0,5,bicycle,1
5649,8,4,2018,9,1,2018-08-09,96,82,78,90,71,40,20,5,0,0,3,bicycle,1
5650,8,4,2018,10,3,2018-08-10,91,79,75,96,84,50,15,6,0,0,4,bicycle,1
5651,8,4,2018,11,2,2018-08-11,96,84,76,94,69,32,22,11,0,0,5,bicycle,1
5652,8,4,2018,12,1,2018-08-12,97,84,74,97,66,37,17,11,3,1,6,bicycle,1
5653,8,4,2018,13,1,2018-08-13,100,85,75,94,64,33,16,8,3,1,0,bicycle,1
5654,8,4,2018,14,3,2018-08-14,101,87,77,90,63,32,17,10,5,0,1,bicycle,1
5655,8,4,2018,17,2,2018-08-17,102,86,76,94,62,26,17,10,6,0,4,bicycle,1
5656,8,4,2018,18,1,2018-08-18,101,88,79,90,60,31,14,7,0,0,5,bicycle,1
5657,8,4,2018,19,2,2018-08-19,102,89,77,88,56,31,13,5,0,0,6,bicycle,1
5658,8,4,2018,21,2,2018-08-21,102,89,75,85,51,28,13,6,0,0,1,bicycle,1
5659,8,4,2018,22,1,2018-08-22,101,87,73,90,54,28,15,8,0,0,2,bicycle,1
5660,8,4,2018,23,2,2018-08-23,100,90,79,84,52,31,17,11,6,0,3,bicycle,1
5661,8,4,2018,25,4,2018-08-25,101,87,76,94,62,31,18,10,3,0,5,bicycle,1
5662,8,4,2018,26,3,2018-08-26,102,93,84,67,45,28,21,14,8,0,6,bicycle,1
5663,8,4,2018,27,2,2018-08-27,100,85,78,87,65,31,24,9,0,0,0,bicycle,1
5664,8,4,2018,30,2,2018-08-30,98,85,73,90,63,34,17,5,0,0,3,bicycle,1
5665,8,4,2018,31,5,2018-08-31,98,84,74,91,67,37,21,6,0,0,4,bicycle,1
5666,8,4,2019,1,2,2019-08-01,96,84,72,97,65,37,8,4,0,0,3,bicycle,1
5667,8,4,2019,2,1,2019-08-02,96,85,73,96,64,37,9,4,0,0,4,bicycle,1
5668,8,4,2019,3,6,2019-08-03,93,83,75,94,69,48,13,5,0,0,5,bicycle,1
5669,8,4,2019,4,4,2019-08-04,94,82,75,97,75,43,12,4,0,1,6,bicycle,1
5670,8,4,2019,5,2,2019-08-05,96,84,73,96,68,41,13,4,0,0,0,bicycle,1
5671,8,4,2019,6,1,2019-08-06,97,85,73,97,67,37,14,6,0,0,1,bicycle,1
5672,8,4,2019,7,1,2019-08-07,97,85,76,100,70,37,15,9,5,0,2,bicycle,1
5673,8,4,2019,8,1,2019-08-08,99,86,76,97,70,36,17,10,3,0,3,bicycle,1
5674,8,4,2019,9,2,2019-08-09,100,86,77,100,69,35,18,11,5,0,4,bicycle,1
5675,8,4,2019,10,5,2019-08-10,99,85,77,96,69,34,16,10,6,0,5,bicycle,1
5676,8,4,2019,11,7,2019-08-11,99,85,75,100,70,35,15,9,3,0,6,bicycle,1
5677,8,4,2019,12,2,2019-08-12,101,87,76,97,64,33,14,9,3,0,0,bicycle,1
5678,8,4,2019,13,2,2019-08-13,101,88,76,100,64,32,14,9,3,0,1,bicycle,1
5679,8,4,2019,14,1,2019-08-14,100,86,75,97,66,35,28,5,0,0,2,bicycle,1
5680,8,4,2019,15,7,2019-08-15,99,86,75,96,65,39,8,4,0,0,3,bicycle,1
5681,8,4,2019,16,2,2019-08-16,101,89,75,87,56,33,15,6,0,0,4,bicycle,1
5682,8,4,2019,17,2,2019-08-17,101,87,79,90,64,33,20,11,7,0,5,bicycle,1
5683,8,4,2019,18,14,2019-08-18,101,87,79,94,65,33,17,10,0,0,6,bicycle,1
5684,8,4,2019,19,2,2019-08-19,101,88,78,94,65,34,15,9,3,0,0,bicycle,1
5685,8,4,2019,20,2,2019-08-20,99,87,77,96,63,33,17,7,0,0,1,bicycle,1
5686,8,4,2019,22,3,2019-08-22,99,85,76,91,66,35,17,6,0,0,3,bicycle,1
5687,8,4,2019,23,1,2019-08-23,99,85,76,94,69,36,31,6,0,0,4,bicycle,1
5688,8,4,2019,24,4,2019-08-24,96,83,76,94,74,46,16,5,0,0,5,bicycle,1
5689,8,4,2019,25,5,2019-08-25,100,85,76,97,73,39,17,5,0,0,6,bicycle,1
5690,8,4,2019,26,1,2019-08-26,102,88,78,94,68,38,22,12,3,0,0,bicycle,1
5691,8,4,2019,29,6,2019-08-29,100,86,76,91,65,34,12,5,0,0,3,bicycle,1
5692,8,4,2019,30,5,2019-08-30,98,84,74,97,69,35,18,5,0,0,4,bicycle,1
5693,8,4,2019,31,7,2019-08-31,98,84,73,93,65,31,13,3,0,0,5,bicycle,1
5694,8,5,2018,4,2,2018-08-04,95,83,71,97,69,41,20,6,0,0,5,bicycle,1
5695,8,5,2018,8,2,2018-08-08,97,85,76,91,62,35,15,7,0,0,2,bicycle,1
5696,8,5,2018,9,1,2018-08-09,96,82,78,90,71,40,20,5,0,0,3,bicycle,1
5697,8,5,2018,11,2,2018-08-11,96,84,76,94,69,32,22,11,0,0,5,bicycle,1
5698,8,5,2018,14,1,2018-08-14,101,87,77,90,63,32,17,10,5,0,1,bicycle,1
5699,8,5,2018,15,1,2018-08-15,102,86,73,96,62,25,15,8,0,0,2,bicycle,1
5700,8,5,2018,16,1,2018-08-16,101,87,76,94,56,26,15,8,5,0,3,bicycle,1
5701,8,5,2018,17,1,2018-08-17,102,86,76,94,62,26,17,10,6,0,4,bicycle,1
5702,8,5,2018,19,3,2018-08-19,102,89,77,88,56,31,13,5,0,0,6,bicycle,1
5703,8,5,2018,21,1,2018-08-21,102,89,75,85,51,28,13,6,0,0,1,bicycle,1
5704,8,5,2018,23,2,2018-08-23,100,90,79,84,52,31,17,11,6,0,3,bicycle,1
5705,8,5,2018,25,1,2018-08-25,101,87,76,94,62,31,18,10,3,0,5,bicycle,1
5706,8,5,2018,26,1,2018-08-26,102,93,84,67,45,28,21,14,8,0,6,bicycle,1
5707,8,5,2018,27,1,2018-08-27,100,85,78,87,65,31,24,9,0,0,0,bicycle,1
5708,8,5,2018,28,4,2018-08-28,99,84,74,91,66,32,15,4,0,0,1,bicycle,1
5709,8,5,2018,29,6,2018-08-29,99,83,70,93,65,32,16,4,0,0,2,bicycle,1
5710,8,5,2018,30,1,2018-08-30,98,85,73,90,63,34,17,5,0,0,3,bicycle,1
5711,8,5,2018,31,11,2018-08-31,98,84,74,91,67,37,21,6,0,0,4,bicycle,1
5712,8,5,2019,1,4,2019-08-01,96,84,72,97,65,37,8,4,0,0,3,bicycle,1
5713,8,5,2019,2,5,2019-08-02,96,85,73,96,64,37,9,4,0,0,4,bicycle,1
5714,8,5,2019,4,5,2019-08-04,94,82,75,97,75,43,12,4,0,1,6,bicycle,1
5715,8,5,2019,5,3,2019-08-05,96,84,73,96,68,41,13,4,0,0,0,bicycle,1
5716,8,5,2019,6,5,2019-08-06,97,85,73,97,67,37,14,6,0,0,1,bicycle,1
5717,8,5,2019,7,2,2019-08-07,97,85,76,100,70,37,15,9,5,0,2,bicycle,1
5718,8,5,2019,8,4,2019-08-08,99,86,76,97,70,36,17,10,3,0,3,bicycle,1
5719,8,5,2019,9,5,2019-08-09,100,86,77,100,69,35,18,11,5,0,4,bicycle,1
5720,8,5,2019,10,5,2019-08-10,99,85,77,96,69,34,16,10,6,0,5,bicycle,1
5721,8,5,2019,11,5,2019-08-11,99,85,75,100,70,35,15,9,3,0,6,bicycle,1
5722,8,5,2019,12,2,2019-08-12,101,87,76,97,64,33,14,9,3,0,0,bicycle,1
5723,8,5,2019,13,3,2019-08-13,101,88,76,100,64,32,14,9,3,0,1,bicycle,1
5724,8,5,2019,14,4,2019-08-14,100,86,75,97,66,35,28,5,0,0,2,bicycle,1
5725,8,5,2019,15,3,2019-08-15,99,86,75,96,65,39,8,4,0,0,3,bicycle,1
5726,8,5,2019,16,4,2019-08-16,101,89,75,87,56,33,15,6,0,0,4,bicycle,1
5727,8,5,2019,17,1,2019-08-17,101,87,79,90,64,33,20,11,7,0,5,bicycle,1
5728,8,5,2019,18,3,2019-08-18,101,87,79,94,65,33,17,10,0,0,6,bicycle,1
5729,8,5,2019,19,5,2019-08-19,101,88,78,94,65,34,15,9,3,0,0,bicycle,1
5730,8,5,2019,20,3,2019-08-20,99,87,77,96,63,33,17,7,0,0,1,bicycle,1
5731,8,5,2019,21,7,2019-08-21,98,86,75,94,62,31,17,8,0,0,2,bicycle,1
5732,8,5,2019,22,8,2019-08-22,99,85,76,91,66,35,17,6,0,0,3,bicycle,1
5733,8,5,2019,23,4,2019-08-23,99,85,76,94,69,36,31,6,0,0,4,bicycle,1
5734,8,5,2019,24,6,2019-08-24,96,83,76,94,74,46,16,5,0,0,5,bicycle,1
5735,8,5,2019,25,5,2019-08-25,100,85,76,97,73,39,17,5,0,0,6,bicycle,1
5736,8,5,2019,26,2,2019-08-26,102,88,78,94,68,38,22,12,3,0,0,bicycle,1
5737,8,5,2019,27,6,2019-08-27,94,85,79,90,69,47,21,8,0,0,1,bicycle,1
5738,8,5,2019,28,3,2019-08-28,99,86,76,85,62,38,12,4,0,0,2,bicycle,1
5739,8,5,2019,29,1,2019-08-29,100,86,76,91,65,34,12,5,0,0,3,bicycle,1
5740,8,5,2019,30,5,2019-08-30,98,84,74,97,69,35,18,5,0,0,4,bicycle,1
5741,8,5,2019,31,6,2019-08-31,98,84,73,93,65,31,13,3,0,0,5,bicycle,1
5742,8,6,2018,1,1,2018-08-01,98,84,68,87,51,23,14,6,0,0,2,bicycle,1
5743,8,6,2018,2,4,2018-08-02,97,82,67,97,66,34,23,7,0,0,3,bicycle,1
