,month,hour,year,day,count,date,maxtemp,atemp,mintemp,maxhum,ahum,minhum,maxwind,awind,minwind,prec,day_of_week,vehicle_type,vehicle_encoded
2478,4,16,2019,5,119,2019-04-05,82,69,57,94,79,54,13,4,0,0,4,bicycle,1
2479,4,16,2019,6,38,2019-04-06,73,71,68,97,89,81,12,6,0,0,5,bicycle,1
2480,4,16,2019,7,108,2019-04-07,71,66,64,94,83,61,22,8,0,1,6,bicycle,1
2481,4,16,2019,8,96,2019-04-08,87,71,60,86,57,28,31,8,0,1,0,bicycle,1
2482,4,16,2019,9,86,2019-04-09,89,71,54,93,65,34,9,3,0,0,1,bicycle,1
2483,4,16,2019,10,73,2019-04-10,92,74,54,100,60,31,22,11,0,0,2,bicycle,1
2484,4,16,2019,11,1,2019-04-11,82,70,57,93,50,18,14,6,0,0,3,bicycle,1
2485,4,16,2019,12,158,2019-04-12,80,66,51,83,63,43,14,9,5,0,4,bicycle,1
2486,4,16,2019,13,107,2019-04-13,71,64,50,100,81,47,23,9,0,0,5,bicycle,1
2487,4,16,2019,14,138,2019-04-14,74,58,48,77,54,29,24,9,3,1,6,bicycle,1
2488,4,16,2019,15,130,2019-04-15,81,65,46,89,62,36,17,10,0,0,0,bicycle,1
2489,4,16,2019,16,138,2019-04-16,82,71,63,90,74,51,21,13,5,0,1,bicycle,1
2490,4,16,2019,17,13,2019-04-17,83,75,71,93,83,69,20,13,7,1,2,bicycle,1
2491,4,16,2019,18,136,2019-04-18,76,66,58,91,69,31,24,11,0,1,3,bicycle,1
2492,4,16,2019,19,186,2019-04-19,76,64,51,83,47,25,20,10,0,0,4,bicycle,1
2493,4,16,2019,20,165,2019-04-20,81,65,47,90,59,34,15,7,0,0,5,bicycle,1
2494,4,16,2019,21,165,2019-04-21,84,67,52,100,80,46,24,11,0,0,6,bicycle,1
2495,4,16,2019,22,137,2019-04-22,80,72,68,87,73,54,21,11,6,0,0,bicycle,1
2496,4,16,2019,23,101,2019-04-23,80,72,68,87,79,66,15,9,3,0,1,bicycle,1
2497,4,16,2019,24,13,2019-04-24,71,65,62,93,88,84,24,8,0,1,2,bicycle,1
2498,4,16,2019,25,134,2019-04-25,87,69,53,96,68,31,16,5,0,1,3,bicycle,1
2499,4,16,2019,27,180,2019-04-27,84,71,53,96,69,49,17,8,0,0,5,bicycle,1
2500,4,16,2019,28,127,2019-04-28,85,72,63,100,76,49,16,7,0,0,6,bicycle,1
2501,4,16,2019,29,92,2019-04-29,84,75,68,87,75,55,15,11,6,0,0,bicycle,1
2502,4,16,2019,30,98,2019-04-30,85,78,75,85,76,57,28,14,9,0,1,bicycle,1
2503,4,17,2019,1,130,2019-04-01,61,48,35,85,60,36,9,4,0,0,0,bicycle,1
2504,4,17,2019,2,49,2019-04-02,74,54,34,96,55,25,14,6,0,0,1,bicycle,1
2505,4,17,2019,3,121,2019-04-03,70,63,54,93,78,61,17,10,3,0,2,bicycle,1
2506,4,17,2019,4,50,2019-04-04,91,74,66,97,74,23,13,7,0,1,3,bicycle,1
2507,4,17,2019,5,125,2019-04-05,82,69,57,94,79,54,13,4,0,0,4,bicycle,1
2508,4,17,2019,6,70,2019-04-06,73,71,68,97,89,81,12,6,0,0,5,bicycle,1
2509,4,17,2019,7,73,2019-04-07,71,66,64,94,83,61,22,8,0,1,6,bicycle,1
2510,4,17,2019,8,138,2019-04-08,87,71,60,86,57,28,31,8,0,1,0,bicycle,1
2511,4,17,2019,9,141,2019-04-09,89,71,54,93,65,34,9,3,0,0,1,bicycle,1
2512,4,17,2019,10,3,2019-04-10,92,74,54,100,60,31,22,11,0,0,2,bicycle,1
2513,4,17,2019,11,12,2019-04-11,82,70,57,93,50,18,14,6,0,0,3,bicycle,1
2514,4,17,2019,12,155,2019-04-12,80,66,51,83,63,43,14,9,5,0,4,bicycle,1
2515,4,17,2019,13,1,2019-04-13,71,64,50,100,81,47,23,9,0,0,5,bicycle,1
2516,4,17,2019,14,122,2019-04-14,74,58,48,77,54,29,24,9,3,1,6,bicycle,1
2517,4,17,2019,15,143,2019-04-15,81,65,46,89,62,36,17,10,0,0,0,bicycle,1
2518,4,17,2019,16,141,2019-04-16,82,71,63,90,74,51,21,13,5,0,1,bicycle,1
2519,4,17,2019,18,149,2019-04-18,76,66,58,91,69,31,24,11,0,1,3,bicycle,1
2520,4,17,2019,19,194,2019-04-19,76,64,51,83,47,25,20,10,0,0,4,bicycle,1
2521,4,17,2019,20,165,2019-04-20,81,65,47,90,59,34,15,7,0,0,5,bicycle,1
2522,4,17,2019,21,160,2019-04-21,84,67,52,100,80,46,24,11,0,0,6,bicycle,1
2523,4,17,2019,22,180,2019-04-22,80,72,68,87,73,54,21,11,6,0,0,bicycle,1
2524,4,17,2019,23,156,2019-04-23,80,72,68,87,79,66,15,9,3,0,1,bicycle,1
2525,4,17,2019,24,1,2019-04-24,71,65,62,93,88,84,24,8,0,1,2,bicycle,1
2526,4,17,2019,25,159,2019-04-25,87,69,53,96,68,31,16,5,0,1,3,bicycle,1
2527,4,17,2019,27,154,2019-04-27,84,71,53,96,69,49,17,8,0,0,5,bicycle,1
2528,4,17,2019,28,123,2019-04-28,85,72,63,100,76,49,16,7,0,0,6,bicycle,1
2529,4,17,2019,29,125,2019-04-29,84,75,68,87,75,55,15,11,6,0,0,bicycle,1
2530,4,17,2019,30,100,2019-04-30,85,78,75,85,76,57,28,14,9,0,1,bicycle,1
2531,4,18,2018,11,2,2018-04-11,85,70,61,97,78,53,22,16,9,0,2,bicycle,1
2532,4,18,2019,1,87,2019-04-01,61,48,35,85,60,36,9,4,0,0,0,bicycle,1
2533,4,18,2019,2,124,2019-04-02,74,54,34,96,55,25,14,6,0,0,1,bicycle,1
2534,4,18,2019,3,52,2019-04-03,70,63,54,93,78,61,17,10,3,0,2,bicycle,1
2535,4,18,2019,4,118,2019-04-04,91,74,66,97,74,23,13,7,0,1,3,bicycle,1
2536,4,18,2019,5,27,2019-04-05,82,69,57,94,79,54,13,4,0,0,4,bicycle,1
2537,4,18,2019,6,98,2019-04-06,73,71,68,97,89,81,12,6,0,0,5,bicycle,1
2538,4,18,2019,7,92,2019-04-07,71,66,64,94,83,61,22,8,0,1,6,bicycle,1
2539,4,18,2019,8,118,2019-04-08,87,71,60,86,57,28,31,8,0,1,0,bicycle,1
2540,4,18,2019,9,129,2019-04-09,89,71,54,93,65,34,9,3,0,0,1,bicycle,1
2541,4,18,2019,10,20,2019-04-10,92,74,54,100,60,31,22,11,0,0,2,bicycle,1
2542,4,18,2019,11,20,2019-04-11,82,70,57,93,50,18,14,6,0,0,3,bicycle,1
2543,4,18,2019,12,56,2019-04-12,80,66,51,83,63,43,14,9,5,0,4,bicycle,1
2544,4,18,2019,13,1,2019-04-13,71,64,50,100,81,47,23,9,0,0,5,bicycle,1
2545,4,18,2019,14,119,2019-04-14,74,58,48,77,54,29,24,9,3,1,6,bicycle,1
2546,4,18,2019,15,122,2019-04-15,81,65,46,89,62,36,17,10,0,0,0,bicycle,1
2547,4,18,2019,16,120,2019-04-16,82,71,63,90,74,51,21,13,5,0,1,bicycle,1
2548,4,18,2019,18,139,2019-04-18,76,66,58,91,69,31,24,11,0,1,3,bicycle,1
2549,4,18,2019,19,175,2019-04-19,76,64,51,83,47,25,20,10,0,0,4,bicycle,1
2550,4,18,2019,20,157,2019-04-20,81,65,47,90,59,34,15,7,0,0,5,bicycle,1
2551,4,18,2019,21,118,2019-04-21,84,67,52,100,80,46,24,11,0,0,6,bicycle,1
2552,4,18,2019,22,141,2019-04-22,80,72,68,87,73,54,21,11,6,0,0,bicycle,1
2553,4,18,2019,23,128,2019-04-23,80,72,68,87,79,66,15,9,3,0,1,bicycle,1
2554,4,18,2019,24,5,2019-04-24,71,65,62,93,88,84,24,8,0,1,2,bicycle,1
2555,4,18,2019,25,157,2019-04-25,87,69,53,96,68,31,16,5,0,1,3,bicycle,1
2556,4,18,2019,27,154,2019-04-27,84,71,53,96,69,49,17,8,0,0,5,bicycle,1
2557,4,18,2019,28,135,2019-04-28,85,72,63,100,76,49,16,7,0,0,6,bicycle,1
2558,4,18,2019,29,108,2019-04-29,84,75,68,87,75,55,15,11,6,0,0,bicycle,1
2559,4,18,2019,30,59,2019-04-30,85,78,75,85,76,57,28,14,9,0,1,bicycle,1
2560,4,19,2018,12,1,2018-04-12,85,74,60,94,79,51,28,14,8,0,3,bicycle,1
2561,4,19,2019,1,71,2019-04-01,61,48,35,85,60,36,9,4,0,0,0,bicycle,1
2562,4,19,2019,2,72,2019-04-02,74,54,34,96,55,25,14,6,0,0,1,bicycle,1
2563,4,19,2019,3,43,2019-04-03,70,63,54,93,78,61,17,10,3,0,2,bicycle,1
2564,4,19,2019,4,106,2019-04-04,91,74,66,97,74,23,13,7,0,1,3,bicycle,1
2565,4,19,2019,5,121,2019-04-05,82,69,57,94,79,54,13,4,0,0,4,bicycle,1
2566,4,19,2019,6,90,2019-04-06,73,71,68,97,89,81,12,6,0,0,5,bicycle,1
2567,4,19,2019,7,71,2019-04-07,71,66,64,94,83,61,22,8,0,1,6,bicycle,1
2568,4,19,2019,8,122,2019-04-08,87,71,60,86,57,28,31,8,0,1,0,bicycle,1
2569,4,19,2019,9,105,2019-04-09,89,71,54,93,65,34,9,3,0,0,1,bicycle,1
2570,4,19,2019,10,102,2019-04-10,92,74,54,100,60,31,22,11,0,0,2,bicycle,1
2571,4,19,2019,11,130,2019-04-11,82,70,57,93,50,18,14,6,0,0,3,bicycle,1
2572,4,19,2019,12,142,2019-04-12,80,66,51,83,63,43,14,9,5,0,4,bicycle,1
2573,4,19,2019,13,2,2019-04-13,71,64,50,100,81,47,23,9,0,0,5,bicycle,1
2574,4,19,2019,14,89,2019-04-14,74,58,48,77,54,29,24,9,3,1,6,bicycle,1
2575,4,19,2019,15,73,2019-04-15,81,65,46,89,62,36,17,10,0,0,0,bicycle,1
2576,4,19,2019,16,93,2019-04-16,82,71,63,90,74,51,21,13,5,0,1,bicycle,1
2577,4,19,2019,17,81,2019-04-17,83,75,71,93,83,69,20,13,7,1,2,bicycle,1
2578,4,19,2019,18,126,2019-04-18,76,66,58,91,69,31,24,11,0,1,3,bicycle,1
2579,4,19,2019,19,167,2019-04-19,76,64,51,83,47,25,20,10,0,0,4,bicycle,1
2580,4,19,2019,20,148,2019-04-20,81,65,47,90,59,34,15,7,0,0,5,bicycle,1
2581,4,19,2019,21,105,2019-04-21,84,67,52,100,80,46,24,11,0,0,6,bicycle,1
2582,4,19,2019,22,85,2019-04-22,80,72,68,87,73,54,21,11,6,0,0,bicycle,1
2583,4,19,2019,23,97,2019-04-23,80,72,68,87,79,66,15,9,3,0,1,bicycle,1
2584,4,19,2019,24,50,2019-04-24,71,65,62,93,88,84,24,8,0,1,2,bicycle,1
2585,4,19,2019,25,120,2019-04-25,87,69,53,96,68,31,16,5,0,1,3,bicycle,1
2586,4,19,2019,27,127,2019-04-27,84,71,53,96,69,49,17,8,0,0,5,bicycle,1
2587,4,19,2019,28,88,2019-04-28,85,72,63,100,76,49,16,7,0,0,6,bicycle,1
2588,4,19,2019,29,100,2019-04-29,84,75,68,87,75,55,15,11,6,0,0,bicycle,1
2589,4,19,2019,30,45,2019-04-30,85,78,75,85,76,57,28,14,9,0,1,bicycle,1
2590,4,20,2019,1,38,2019-04-01,61,48,35,85,60,36,9,4,0,0,0,bicycle,1
2591,4,20,2019,2,41,2019-04-02,74,54,34,96,55,25,14,6,0,0,1,bicycle,1
2592,4,20,2019,3,39,2019-04-03,70,63,54,93,78,61,17,10,3,0,2,bicycle,1
2593,4,20,2019,4,62,2019-04-04,91,74,66,97,74,23,13,7,0,1,3,bicycle,1
2594,4,20,2019,5,104,2019-04-05,82,69,57,94,79,54,13,4,0,0,4,bicycle,1
2595,4,20,2019,6,53,2019-04-06,73,71,68,97,89,81,12,6,0,0,5,bicycle,1
2596,4,20,2019,7,45,2019-04-07,71,66,64,94,83,61,22,8,0,1,6,bicycle,1
2597,4,20,2019,8,77,2019-04-08,87,71,60,86,57,28,31,8,0,1,0,bicycle,1
2598,4,20,2019,9,89,2019-04-09,89,71,54,93,65,34,9,3,0,0,1,bicycle,1
2599,4,20,2019,10,75,2019-04-10,92,74,54,100,60,31,22,11,0,0,2,bicycle,1
2600,4,20,2019,11,107,2019-04-11,82,70,57,93,50,18,14,6,0,0,3,bicycle,1
2601,4,20,2019,12,119,2019-04-12,80,66,51,83,63,43,14,9,5,0,4,bicycle,1
2602,4,20,2019,13,3,2019-04-13,71,64,50,100,81,47,23,9,0,0,5,bicycle,1
2603,4,20,2019,14,90,2019-04-14,74,58,48,77,54,29,24,9,3,1,6,bicycle,1
2604,4,20,2019,15,111,2019-04-15,81,65,46,89,62,36,17,10,0,0,0,bicycle,1
2605,4,20,2019,16,76,2019-04-16,82,71,63,90,74,51,21,13,5,0,1,bicycle,1
2606,4,20,2019,17,81,2019-04-17,83,75,71,93,83,69,20,13,7,1,2,bicycle,1
2607,4,20,2019,18,92,2019-04-18,76,66,58,91,69,31,24,11,0,1,3,bicycle,1
2608,4,20,2019,19,120,2019-04-19,76,64,51,83,47,25,20,10,0,0,4,bicycle,1
2609,4,20,2019,20,117,2019-04-20,81,65,47,90,59,34,15,7,0,0,5,bicycle,1
2610,4,20,2019,21,100,2019-04-21,84,67,52,100,80,46,24,11,0,0,6,bicycle,1
2611,4,20,2019,22,94,2019-04-22,80,72,68,87,73,54,21,11,6,0,0,bicycle,1
2612,4,20,2019,23,71,2019-04-23,80,72,68,87,79,66,15,9,3,0,1,bicycle,1
2613,4,20,2019,24,46,2019-04-24,71,65,62,93,88,84,24,8,0,1,2,bicycle,1
2614,4,20,2019,25,89,2019-04-25,87,69,53,96,68,31,16,5,0,1,3,bicycle,1
2615,4,20,2019,27,109,2019-04-27,84,71,53,96,69,49,17,8,0,0,5,bicycle,1
2616,4,20,2019,28,52,2019-04-28,85,72,63,100,76,49,16,7,0,0,6,bicycle,1
2617,4,20,2019,29,61,2019-04-29,84,75,68,87,75,55,15,11,6,0,0,bicycle,1
2618,4,20,2019,30,37,2019-04-30,85,78,75,85,76,57,28,14,9,0,1,bicycle,1
2619,4,21,2018,16,1,2018-04-16,84,69,54,100,71,41,25,14,6,0,0,bicycle,1
2620,4,21,2019,1,26,2019-04-01,61,48,35,85,60,36,9,4,0,0,0,bicycle,1
2621,4,21,2019,2,23,2019-04-02,74,54,34,96,55,25,14,6,0,0,1,bicycle,1
2622,4,21,2019,3,23,2019-04-03,70,63,54,93,78,61,17,10,3,0,2,bicycle,1
2623,4,21,2019,4,45,2019-04-04,91,74,66,97,74,23,13,7,0,1,3,bicycle,1
2624,4,21,2019,5,67,2019-04-05,82,69,57,94,79,54,13,4,0,0,4,bicycle,1
2625,4,21,2019,6,42,2019-04-06,73,71,68,97,89,81,12,6,0,0,5,bicycle,1
2626,4,21,2019,7,32,2019-04-07,71,66,64,94,83,61,22,8,0,1,6,bicycle,1
2627,4,21,2019,8,45,2019-04-08,87,71,60,86,57,28,31,8,0,1,0,bicycle,1
2628,4,21,2019,9,46,2019-04-09,89,71,54,93,65,34,9,3,0,0,1,bicycle,1
2629,4,21,2019,10,46,2019-04-10,92,74,54,100,60,31,22,11,0,0,2,bicycle,1
2630,4,21,2019,11,62,2019-04-11,82,70,57,93,50,18,14,6,0,0,3,bicycle,1
2631,4,21,2019,12,90,2019-04-12,80,66,51,83,63,43,14,9,5,0,4,bicycle,1
2632,4,21,2019,13,5,2019-04-13,71,64,50,100,81,47,23,9,0,0,5,bicycle,1
2633,4,21,2019,14,47,2019-04-14,74,58,48,77,54,29,24,9,3,1,6,bicycle,1
2634,4,21,2019,15,61,2019-04-15,81,65,46,89,62,36,17,10,0,0,0,bicycle,1
2635,4,21,2019,16,72,2019-04-16,82,71,63,90,74,51,21,13,5,0,1,bicycle,1
2636,4,21,2019,17,48,2019-04-17,83,75,71,93,83,69,20,13,7,1,2,bicycle,1
2637,4,21,2019,18,51,2019-04-18,76,66,58,91,69,31,24,11,0,1,3,bicycle,1
2638,4,21,2019,19,91,2019-04-19,76,64,51,83,47,25,20,10,0,0,4,bicycle,1
2639,4,21,2019,20,85,2019-04-20,81,65,47,90,59,34,15,7,0,0,5,bicycle,1
2640,4,21,2019,21,53,2019-04-21,84,67,52,100,80,46,24,11,0,0,6,bicycle,1
2641,4,21,2019,22,52,2019-04-22,80,72,68,87,73,54,21,11,6,0,0,bicycle,1
2642,4,21,2019,23,56,2019-04-23,80,72,68,87,79,66,15,9,3,0,1,bicycle,1
2643,4,21,2019,24,39,2019-04-24,71,65,62,93,88,84,24,8,0,1,2,bicycle,1
2644,4,21,2019,25,71,2019-04-25,87,69,53,96,68,31,16,5,0,1,3,bicycle,1
2645,4,21,2019,27,72,2019-04-27,84,71,53,96,69,49,17,8,0,0,5,bicycle,1
2646,4,21,2019,28,59,2019-04-28,85,72,63,100,76,49,16,7,0,0,6,bicycle,1
2647,4,21,2019,29,43,2019-04-29,84,75,68,87,75,55,15,11,6,0,0,bicycle,1
2648,4,21,2019,30,20,2019-04-30,85,78,75,85,76,57,28,14,9,0,1,bicycle,1
2649,4,22,2018,16,1,2018-04-16,84,69,54,100,71,41,25,14,6,0,0,bicycle,1
2650,4,22,2019,1,24,2019-04-01,61,48,35,85,60,36,9,4,0,0,0,bicycle,1
2651,4,22,2019,2,26,2019-04-02,74,54,34,96,55,25,14,6,0,0,1,bicycle,1
2652,4,22,2019,3,14,2019-04-03,70,63,54,93,78,61,17,10,3,0,2,bicycle,1
2653,4,22,2019,4,48,2019-04-04,91,74,66,97,74,23,13,7,0,1,3,bicycle,1
2654,4,22,2019,5,64,2019-04-05,82,69,57,94,79,54,13,4,0,0,4,bicycle,1
2655,4,22,2019,6,26,2019-04-06,73,71,68,97,89,81,12,6,0,0,5,bicycle,1
2656,4,22,2019,7,41,2019-04-07,71,66,64,94,83,61,22,8,0,1,6,bicycle,1
2657,4,22,2019,8,48,2019-04-08,87,71,60,86,57,28,31,8,0,1,0,bicycle,1
2658,4,22,2019,9,24,2019-04-09,89,71,54,93,65,34,9,3,0,0,1,bicycle,1
2659,4,22,2019,10,52,2019-04-10,92,74,54,100,60,31,22,11,0,0,2,bicycle,1
2660,4,22,2019,11,70,2019-04-11,82,70,57,93,50,18,14,6,0,0,3,bicycle,1
2661,4,22,2019,12,66,2019-04-12,80,66,51,83,63,43,14,9,5,0,4,bicycle,1
2662,4,22,2019,13,49,2019-04-13,71,64,50,100,81,47,23,9,0,0,5,bicycle,1
2663,4,22,2019,14,36,2019-04-14,74,58,48,77,54,29,24,9,3,1,6,bicycle,1
2664,4,22,2019,15,38,2019-04-15,81,65,46,89,62,36,17,10,0,0,0,bicycle,1
2665,4,22,2019,16,33,2019-04-16,82,71,63,90,74,51,21,13,5,0,1,bicycle,1
2666,4,22,2019,17,45,2019-04-17,83,75,71,93,83,69,20,13,7,1,2,bicycle,1
2667,4,22,2019,18,51,2019-04-18,76,66,58,91,69,31,24,11,0,1,3,bicycle,1
2668,4,22,2019,19,63,2019-04-19,76,64,51,83,47,25,20,10,0,0,4,bicycle,1
2669,4,22,2019,20,82,2019-04-20,81,65,47,90,59,34,15,7,0,0,5,bicycle,1
2670,4,22,2019,21,39,2019-04-21,84,67,52,100,80,46,24,11,0,0,6,bicycle,1
2671,4,22,2019,22,39,2019-04-22,80,72,68,87,73,54,21,11,6,0,0,bicycle,1
2672,4,22,2019,23,74,2019-04-23,80,72,68,87,79,66,15,9,3,0,1,bicycle,1
2673,4,22,2019,24,30,2019-04-24,71,65,62,93,88,84,24,8,0,1,2,bicycle,1
2674,4,22,2019,25,50,2019-04-25,87,69,53,96,68,31,16,5,0,1,3,bicycle,1
2675,4,22,2019,27,80,2019-04-27,84,71,53,96,69,49,17,8,0,0,5,bicycle,1
2676,4,22,2019,28,37,2019-04-28,85,72,63,100,76,49,16,7,0,0,6,bicycle,1
2677,4,22,2019,29,40,2019-04-29,84,75,68,87,75,55,15,11,6,0,0,bicycle,1
2678,4,22,2019,30,27,2019-04-30,85,78,75,85,76,57,28,14,9,0,1,bicycle,1
2679,4,23,2018,16,1,2018-04-16,84,69,54,100,71,41,25,14,6,0,0,bicycle,1
2680,4,23,2019,1,12,2019-04-01,61,48,35,85,60,36,9,4,0,0,0,bicycle,1
2681,4,23,2019,2,20,2019-04-02,74,54,34,96,55,25,14,6,0,0,1,bicycle,1
2682,4,23,2019,3,18,2019-04-03,70,63,54,93,78,61,17,10,3,0,2,bicycle,1
2683,4,23,2019,4,45,2019-04-04,91,74,66,97,74,23,13,7,0,1,3,bicycle,1
2684,4,23,2019,5,71,2019-04-05,82,69,57,94,79,54,13,4,0,0,4,bicycle,1
2685,4,23,2019,6,36,2019-04-06,73,71,68,97,89,81,12,6,0,0,5,bicycle,1
2686,4,23,2019,7,18,2019-04-07,71,66,64,94,83,61,22,8,0,1,6,bicycle,1
2687,4,23,2019,8,40,2019-04-08,87,71,60,86,57,28,31,8,0,1,0,bicycle,1
2688,4,23,2019,9,34,2019-04-09,89,71,54,93,65,34,9,3,0,0,1,bicycle,1
2689,4,23,2019,10,13,2019-04-10,92,74,54,100,60,31,22,11,0,0,2,bicycle,1
2690,4,23,2019,11,26,2019-04-11,82,70,57,93,50,18,14,6,0,0,3,bicycle,1
2691,4,23,2019,12,61,2019-04-12,80,66,51,83,63,43,14,9,5,0,4,bicycle,1
2692,4,23,2019,13,35,2019-04-13,71,64,50,100,81,47,23,9,0,0,5,bicycle,1
2693,4,23,2019,14,38,2019-04-14,74,58,48,77,54,29,24,9,3,1,6,bicycle,1
2694,4,23,2019,15,29,2019-04-15,81,65,46,89,62,36,17,10,0,0,0,bicycle,1
2695,4,23,2019,16,29,2019-04-16,82,71,63,90,74,51,21,13,5,0,1,bicycle,1
2696,4,23,2019,17,26,2019-04-17,83,75,71,93,83,69,20,13,7,1,2,bicycle,1
2697,4,23,2019,18,45,2019-04-18,76,66,58,91,69,31,24,11,0,1,3,bicycle,1
2698,4,23,2019,19,67,2019-04-19,76,64,51,83,47,25,20,10,0,0,4,bicycle,1
2699,4,23,2019,20,81,2019-04-20,81,65,47,90,59,34,15,7,0,0,5,bicycle,1
2700,4,23,2019,21,25,2019-04-21,84,67,52,100,80,46,24,11,0,0,6,bicycle,1
2701,4,23,2019,22,34,2019-04-22,80,72,68,87,73,54,21,11,6,0,0,bicycle,1
2702,4,23,2019,23,44,2019-04-23,80,72,68,87,79,66,15,9,3,0,1,bicycle,1
2703,4,23,2019,24,30,2019-04-24,71,65,62,93,88,84,24,8,0,1,2,bicycle,1
2704,4,23,2019,25,40,2019-04-25,87,69,53,96,68,31,16,5,0,1,3,bicycle,1
2705,4,23,2019,27,76,2019-04-27,84,71,53,96,69,49,17,8,0,0,5,bicycle,1
2706,4,23,2019,28,21,2019-04-28,85,72,63,100,76,49,16,7,0,0,6,bicycle,1
2707,4,23,2019,29,31,2019-04-29,84,75,68,87,75,55,15,11,6,0,0,bicycle,1
2708,4,23,2019,30,11,2019-04-30,85,78,75,85,76,57,28,14,9,0,1,bicycle,1
2709,5,0,2019,1,16,2019-05-01,84,78,76,85,77,63,18,12,7,0,2,bicycle,1
2710,5,0,2019,2,24,2019-05-02,82,71,62,93,81,62,24,9,0,0,3,bicycle,1
2711,5,0,2019,3,20,2019-05-03,83,70,63,100,87,67,35,10,0,0,4,bicycle,1
2712,5,0,2019,4,16,2019-05-04,81,70,60,97,75,54,17,7,0,1,5,bicycle,1
2713,5,0,2019,5,85,2019-05-05,86,72,59,93,75,48,13,4,0,0,6,bicycle,1
2714,5,0,2019,6,22,2019-05-06,77,70,65,96,87,76,15,6,0,0,0,bicycle,1
2715,5,0,2019,7,19,2019-05-07,86,74,67,93,84,65,28,10,0,0,1,bicycle,1
2716,5,0,2019,8,16,2019-05-08,79,73,68,93,83,72,15,7,0,1,2,bicycle,1
2717,5,0,2019,9,25,2019-05-09,86,77,66,94,82,65,23,7,0,1,3,bicycle,1
2718,5,0,2019,10,27,2019-05-10,68,62,57,84,73,63,25,14,8,0,4,bicycle,1
2719,5,0,2019,11,24,2019-05-11,67,62,59,90,84,75,14,7,0,0,5,bicycle,1
2720,5,0,2019,12,31,2019-05-12,79,69,60,90,68,45,20,7,0,1,6,bicycle,1
2721,5,0,2019,13,18,2019-05-13,84,69,55,93,68,38,13,4,0,0,0,bicycle,1
2722,5,0,2019,14,28,2019-05-14,82,72,61,93,73,52,10,3,0,0,1,bicycle,1
2723,5,0,2019,15,16,2019-05-15,87,75,64,93,69,46,9,4,0,0,2,bicycle,1
2724,5,0,2019,16,22,2019-05-16,88,74,63,94,75,46,13,5,0,0,3,bicycle,1
2725,5,0,2019,17,31,2019-05-17,91,81,74,87,72,48,21,13,7,0,4,bicycle,1
2726,5,0,2019,18,26,2019-05-18,88,80,77,94,81,61,24,12,3,0,5,bicycle,1
2727,5,0,2019,19,30,2019-05-19,92,82,75,94,77,52,10,6,0,1,6,bicycle,1
2728,5,0,2019,20,19,2019-05-20,92,83,78,88,72,50,26,15,7,0,0,bicycle,1
2729,5,0,2019,21,16,2019-05-21,87,78,66,87,64,31,24,9,0,0,1,bicycle,1
2730,5,0,2019,22,18,2019-05-22,92,82,73,90,69,50,24,12,0,1,2,bicycle,1
2731,5,0,2019,23,17,2019-05-23,93,84,77,88,70,49,23,15,9,0,3,bicycle,1
2732,5,0,2019,24,35,2019-05-24,92,82,76,84,68,47,21,14,7,0,4,bicycle,1
2733,5,0,2019,25,50,2019-05-25,93,82,77,84,69,47,22,13,6,0,5,bicycle,1
2734,5,0,2019,26,71,2019-05-26,92,82,76,87,67,42,18,12,7,0,6,bicycle,1
2735,5,0,2019,27,54,2019-05-27,90,79,73,90,72,46,17,11,5,0,0,bicycle,1
2736,5,0,2019,28,17,2019-05-28,89,81,74,87,73,53,22,13,3,0,1,bicycle,1
2737,5,0,2019,29,11,2019-05-29,93,84,79,84,70,52,22,13,3,0,2,bicycle,1
2738,5,0,2019,30,10,2019-05-30,86,77,72,94,81,65,18,8,0,1,3,bicycle,1
2739,5,0,2019,31,33,2019-05-31,90,81,73,93,74,52,15,5,0,0,4,bicycle,1
2740,5,1,2019,1,6,2019-05-01,84,78,76,85,77,63,18,12,7,0,2,bicycle,1
2741,5,1,2019,2,24,2019-05-02,82,71,62,93,81,62,24,9,0,0,3,bicycle,1
2742,5,1,2019,3,13,2019-05-03,83,70,63,100,87,67,35,10,0,0,4,bicycle,1
2743,5,1,2019,4,13,2019-05-04,81,70,60,97,75,54,17,7,0,1,5,bicycle,1
2744,5,1,2019,5,55,2019-05-05,86,72,59,93,75,48,13,4,0,0,6,bicycle,1
2745,5,1,2019,6,16,2019-05-06,77,70,65,96,87,76,15,6,0,0,0,bicycle,1
2746,5,1,2019,7,5,2019-05-07,86,74,67,93,84,65,28,10,0,0,1,bicycle,1
2747,5,1,2019,8,6,2019-05-08,79,73,68,93,83,72,15,7,0,1,2,bicycle,1
2748,5,1,2019,9,8,2019-05-09,86,77,66,94,82,65,23,7,0,1,3,bicycle,1
2749,5,1,2019,10,12,2019-05-10,68,62,57,84,73,63,25,14,8,0,4,bicycle,1
2750,5,1,2019,11,10,2019-05-11,67,62,59,90,84,75,14,7,0,0,5,bicycle,1
2751,5,1,2019,12,29,2019-05-12,79,69,60,90,68,45,20,7,0,1,6,bicycle,1
2752,5,1,2019,13,13,2019-05-13,84,69,55,93,68,38,13,4,0,0,0,bicycle,1
2753,5,1,2019,14,13,2019-05-14,82,72,61,93,73,52,10,3,0,0,1,bicycle,1
2754,5,1,2019,15,17,2019-05-15,87,75,64,93,69,46,9,4,0,0,2,bicycle,1
2755,5,1,2019,16,19,2019-05-16,88,74,63,94,75,46,13,5,0,0,3,bicycle,1
