,month,hour,year,day,count,date,maxtemp,atemp,mintemp,maxhum,ahum,minhum,maxwind,awind,minwind,prec,day_of_week,vehicle_type,vehicle_encoded,hour_encoded,month_encoded,count_encoded
0,1,0,2019,1,342,2019-01-01,46,41,36,97,83,76,21,11,0,0,1,scooter,0,0,0,0
1,1,0,2019,2,79,2019-01-02,41,38,37,97,92,79,15,10,8,1,2,scooter,0,0,0,0
2,1,0,2019,3,16,2019-01-03,52,40,31,97,85,53,13,7,0,1,3,scooter,0,0,0,0
3,1,0,2019,4,82,2019-01-04,67,46,30,96,66,31,10,3,0,1,4,scooter,0,0,0,0
4,1,0,2019,5,188,2019-01-05,73,49,32,93,66,24,13,4,0,0,5,scooter,0,0,0,0
5,1,0,2019,6,256,2019-01-06,75,53,34,100,84,53,17,7,0,0,6,scooter,0,0,0,0
6,1,0,2019,7,119,2019-01-07,76,67,58,97,82,58,14,8,3,0,0,scooter,0,0,0,0
7,1,0,2019,8,129,2019-01-08,77,61,52,100,78,42,20,4,0,0,1,scooter,0,0,0,0
8,1,0,2019,9,119,2019-01-09,62,53,43,76,45,35,17,12,0,0,2,scooter,0,0,0,0
9,1,0,2019,10,142,2019-01-10,60,51,40,86,56,32,10,3,0,0,3,scooter,0,0,0,0
10,1,0,2019,11,137,2019-01-11,63,55,43,97,82,65,12,4,0,0,4,scooter,0,0,0,0
11,1,0,2019,12,192,2019-01-12,62,54,42,97,72,42,17,8,0,1,5,scooter,0,0,0,0
12,1,0,2019,13,227,2019-01-13,53,45,38,79,66,54,15,12,6,0,6,scooter,0,0,0,0
13,1,0,2019,14,57,2019-01-14,50,43,36,86,70,57,14,6,0,0,0,scooter,0,0,0,0
14,1,0,2019,15,77,2019-01-15,51,49,47,86,74,63,9,4,0,0,1,scooter,0,0,0,0
15,1,0,2019,16,127,2019-01-16,58,54,50,96,90,83,7,2,0,0,2,scooter,0,0,0,0
16,1,0,2019,17,100,2019-01-17,77,61,48,96,75,32,9,4,0,1,3,scooter,0,0,0,0
17,1,0,2019,18,149,2019-01-18,66,59,50,97,92,84,17,8,0,0,4,scooter,0,0,0,0
18,1,0,2019,19,457,2019-01-19,65,51,35,78,46,31,25,17,8,1,5,scooter,0,0,0,1
19,1,0,2019,20,295,2019-01-20,55,41,33,85,55,34,10,5,0,0,6,scooter,0,0,0,0
20,1,0,2019,21,213,2019-01-21,67,49,29,92,72,48,22,10,0,0,0,scooter,0,0,0,0
21,1,0,2019,22,143,2019-01-22,71,60,44,87,75,61,25,12,5,0,1,scooter,0,0,0,0
22,1,0,2019,23,53,2019-01-23,56,43,31,89,48,26,24,12,0,1,2,scooter,0,0,0,0
23,1,0,2019,24,134,2019-01-24,64,45,27,89,60,27,18,6,0,0,3,scooter,0,0,0,0
24,1,0,2019,25,176,2019-01-25,60,48,35,89,68,42,12,4,0,0,4,scooter,0,0,0,0
25,1,0,2019,26,306,2019-01-26,64,51,39,93,81,54,10,5,0,0,5,scooter,0,0,0,0
26,1,0,2019,27,211,2019-01-27,67,51,39,100,77,23,9,3,0,1,6,scooter,0,0,0,0
27,1,0,2019,28,91,2019-01-28,71,55,38,97,65,39,30,13,3,0,0,scooter,0,0,0,0
28,1,0,2019,29,80,2019-01-29,49,43,37,65,43,31,24,12,0,0,1,scooter,0,0,0,0
29,1,0,2019,30,112,2019-01-30,55,47,37,76,56,37,12,5,0,0,2,scooter,0,0,0,0
30,1,0,2019,31,119,2019-01-31,61,54,48,93,83,71,12,3,0,0,3,scooter,0,0,0,0
31,1,1,2019,1,428,2019-01-01,46,41,36,97,83,76,21,11,0,0,1,scooter,0,0,0,0
32,1,1,2019,2,35,2019-01-02,41,38,37,97,92,79,15,10,8,1,2,scooter,0,0,0,0
33,1,1,2019,3,24,2019-01-03,52,40,31,97,85,53,13,7,0,1,3,scooter,0,0,0,0
34,1,1,2019,4,59,2019-01-04,67,46,30,96,66,31,10,3,0,1,4,scooter,0,0,0,0
35,1,1,2019,5,136,2019-01-05,73,49,32,93,66,24,13,4,0,0,5,scooter,0,0,0,0
36,1,1,2019,6,123,2019-01-06,75,53,34,100,84,53,17,7,0,0,6,scooter,0,0,0,0
37,1,1,2019,7,65,2019-01-07,76,67,58,97,82,58,14,8,3,0,0,scooter,0,0,0,0
38,1,1,2019,8,80,2019-01-08,77,61,52,100,78,42,20,4,0,0,1,scooter,0,0,0,0
39,1,1,2019,9,55,2019-01-09,62,53,43,76,45,35,17,12,0,0,2,scooter,0,0,0,0
40,1,1,2019,10,77,2019-01-10,60,51,40,86,56,32,10,3,0,0,3,scooter,0,0,0,0
41,1,1,2019,11,99,2019-01-11,63,55,43,97,82,65,12,4,0,0,4,scooter,0,0,0,0
42,1,1,2019,12,130,2019-01-12,62,54,42,97,72,42,17,8,0,1,5,scooter,0,0,0,0
43,1,1,2019,13,132,2019-01-13,53,45,38,79,66,54,15,12,6,0,6,scooter,0,0,0,0
44,1,1,2019,14,30,2019-01-14,50,43,36,86,70,57,14,6,0,0,0,scooter,0,0,0,0
45,1,1,2019,15,40,2019-01-15,51,49,47,86,74,63,9,4,0,0,1,scooter,0,0,0,0
46,1,1,2019,16,78,2019-01-16,58,54,50,96,90,83,7,2,0,0,2,scooter,0,0,0,0
47,1,1,2019,17,70,2019-01-17,77,61,48,96,75,32,9,4,0,1,3,scooter,0,0,0,0
48,1,1,2019,18,109,2019-01-18,66,59,50,97,92,84,17,8,0,0,4,scooter,0,0,0,0
49,1,1,2019,19,352,2019-01-19,65,51,35,78,46,31,25,17,8,1,5,scooter,0,0,0,0
50,1,1,2019,20,250,2019-01-20,55,41,33,85,55,34,10,5,0,0,6,scooter,0,0,0,0
51,1,1,2019,21,142,2019-01-21,67,49,29,92,72,48,22,10,0,0,0,scooter,0,0,0,0
52,1,1,2019,22,76,2019-01-22,71,60,44,87,75,61,25,12,5,0,1,scooter,0,0,0,0
53,1,1,2019,23,46,2019-01-23,56,43,31,89,48,26,24,12,0,1,2,scooter,0,0,0,0
54,1,1,2019,24,76,2019-01-24,64,45,27,89,60,27,18,6,0,0,3,scooter,0,0,0,0
55,1,1,2019,25,135,2019-01-25,60,48,35,89,68,42,12,4,0,0,4,scooter,0,0,0,0
56,1,1,2019,26,268,2019-01-26,64,51,39,93,81,54,10,5,0,0,5,scooter,0,0,0,0
57,1,1,2019,27,168,2019-01-27,67,51,39,100,77,23,9,3,0,1,6,scooter,0,0,0,0
58,1,1,2019,28,65,2019-01-28,71,55,38,97,65,39,30,13,3,0,0,scooter,0,0,0,0
59,1,1,2019,29,41,2019-01-29,49,43,37,65,43,31,24,12,0,0,1,scooter,0,0,0,0
60,1,1,2019,30,67,2019-01-30,55,47,37,76,56,37,12,5,0,0,2,scooter,0,0,0,0
61,1,1,2019,31,50,2019-01-31,61,54,48,93,83,71,12,3,0,0,3,scooter,0,0,0,0
62,1,2,2019,1,283,2019-01-01,46,41,36,97,83,76,21,11,0,0,1,scooter,0,0,0,0
63,1,2,2019,2,20,2019-01-02,41,38,37,97,92,79,15,10,8,1,2,scooter,0,0,0,0
64,1,2,2019,3,15,2019-01-03,52,40,31,97,85,53,13,7,0,1,3,scooter,0,0,0,0
65,1,2,2019,4,23,2019-01-04,67,46,30,96,66,31,10,3,0,1,4,scooter,0,0,0,0
66,1,2,2019,5,94,2019-01-05,73,49,32,93,66,24,13,4,0,0,5,scooter,0,0,0,0
67,1,2,2019,6,123,2019-01-06,75,53,34,100,84,53,17,7,0,0,6,scooter,0,0,0,0
68,1,2,2019,7,49,2019-01-07,76,67,58,97,82,58,14,8,3,0,0,scooter,0,0,0,0
69,1,2,2019,8,79,2019-01-08,77,61,52,100,78,42,20,4,0,0,1,scooter,0,0,0,0
70,1,2,2019,9,40,2019-01-09,62,53,43,76,45,35,17,12,0,0,2,scooter,0,0,0,0
71,1,2,2019,10,55,2019-01-10,60,51,40,86,56,32,10,3,0,0,3,scooter,0,0,0,0
72,1,2,2019,11,87,2019-01-11,63,55,43,97,82,65,12,4,0,0,4,scooter,0,0,0,0
73,1,2,2019,12,166,2019-01-12,62,54,42,97,72,42,17,8,0,1,5,scooter,0,0,0,0
74,1,2,2019,13,133,2019-01-13,53,45,38,79,66,54,15,12,6,0,6,scooter,0,0,0,0
75,1,2,2019,14,34,2019-01-14,50,43,36,86,70,57,14,6,0,0,0,scooter,0,0,0,0
76,1,2,2019,15,15,2019-01-15,51,49,47,86,74,63,9,4,0,0,1,scooter,0,0,0,0
77,1,2,2019,16,49,2019-01-16,58,54,50,96,90,83,7,2,0,0,2,scooter,0,0,0,0
78,1,2,2019,17,38,2019-01-17,77,61,48,96,75,32,9,4,0,1,3,scooter,0,0,0,0
79,1,2,2019,18,111,2019-01-18,66,59,50,97,92,84,17,8,0,0,4,scooter,0,0,0,0
80,1,2,2019,19,330,2019-01-19,65,51,35,78,46,31,25,17,8,1,5,scooter,0,0,0,0
81,1,2,2019,20,253,2019-01-20,55,41,33,85,55,34,10,5,0,0,6,scooter,0,0,0,0
82,1,2,2019,21,82,2019-01-21,67,49,29,92,72,48,22,10,0,0,0,scooter,0,0,0,0
83,1,2,2019,22,68,2019-01-22,71,60,44,87,75,61,25,12,5,0,1,scooter,0,0,0,0
84,1,2,2019,23,32,2019-01-23,56,43,31,89,48,26,24,12,0,1,2,scooter,0,0,0,0
85,1,2,2019,24,45,2019-01-24,64,45,27,89,60,27,18,6,0,0,3,scooter,0,0,0,0
86,1,2,2019,25,133,2019-01-25,60,48,35,89,68,42,12,4,0,0,4,scooter,0,0,0,0
87,1,2,2019,26,293,2019-01-26,64,51,39,93,81,54,10,5,0,0,5,scooter,0,0,0,0
88,1,2,2019,27,252,2019-01-27,67,51,39,100,77,23,9,3,0,1,6,scooter,0,0,0,0
89,1,2,2019,28,41,2019-01-28,71,55,38,97,65,39,30,13,3,0,0,scooter,0,0,0,0
90,1,2,2019,29,34,2019-01-29,49,43,37,65,43,31,24,12,0,0,1,scooter,0,0,0,0
91,1,2,2019,30,28,2019-01-30,55,47,37,76,56,37,12,5,0,0,2,scooter,0,0,0,0
92,1,2,2019,31,34,2019-01-31,61,54,48,93,83,71,12,3,0,0,3,scooter,0,0,0,0
93,1,3,2019,1,125,2019-01-01,46,41,36,97,83,76,21,11,0,0,1,scooter,0,0,0,0
94,1,3,2019,2,4,2019-01-02,41,38,37,97,92,79,15,10,8,1,2,scooter,0,0,0,0
95,1,3,2019,3,3,2019-01-03,52,40,31,97,85,53,13,7,0,1,3,scooter,0,0,0,0
96,1,3,2019,4,13,2019-01-04,67,46,30,96,66,31,10,3,0,1,4,scooter,0,0,0,0
97,1,3,2019,5,38,2019-01-05,73,49,32,93,66,24,13,4,0,0,5,scooter,0,0,0,0
98,1,3,2019,6,52,2019-01-06,75,53,34,100,84,53,17,7,0,0,6,scooter,0,0,0,0
99,1,3,2019,7,14,2019-01-07,76,67,58,97,82,58,14,8,3,0,0,scooter,0,0,0,0
100,1,3,2019,8,15,2019-01-08,77,61,52,100,78,42,20,4,0,0,1,scooter,0,0,0,0
101,1,3,2019,9,18,2019-01-09,62,53,43,76,45,35,17,12,0,0,2,scooter,0,0,0,0
102,1,3,2019,10,14,2019-01-10,60,51,40,86,56,32,10,3,0,0,3,scooter,0,0,0,0
103,1,3,2019,11,22,2019-01-11,63,55,43,97,82,65,12,4,0,0,4,scooter,0,0,0,0
104,1,3,2019,12,51,2019-01-12,62,54,42,97,72,42,17,8,0,1,5,scooter,0,0,0,0
105,1,3,2019,13,29,2019-01-13,53,45,38,79,66,54,15,12,6,0,6,scooter,0,0,0,0
106,1,3,2019,14,17,2019-01-14,50,43,36,86,70,57,14,6,0,0,0,scooter,0,0,0,0
107,1,3,2019,15,23,2019-01-15,51,49,47,86,74,63,9,4,0,0,1,scooter,0,0,0,0
108,1,3,2019,16,21,2019-01-16,58,54,50,96,90,83,7,2,0,0,2,scooter,0,0,0,0
109,1,3,2019,17,10,2019-01-17,77,61,48,96,75,32,9,4,0,1,3,scooter,0,0,0,0
110,1,3,2019,18,31,2019-01-18,66,59,50,97,92,84,17,8,0,0,4,scooter,0,0,0,0
111,1,3,2019,19,93,2019-01-19,65,51,35,78,46,31,25,17,8,1,5,scooter,0,0,0,0
112,1,3,2019,20,83,2019-01-20,55,41,33,85,55,34,10,5,0,0,6,scooter,0,0,0,0
113,1,3,2019,21,46,2019-01-21,67,49,29,92,72,48,22,10,0,0,0,scooter,0,0,0,0
114,1,3,2019,22,21,2019-01-22,71,60,44,87,75,61,25,12,5,0,1,scooter,0,0,0,0
115,1,3,2019,23,4,2019-01-23,56,43,31,89,48,26,24,12,0,1,2,scooter,0,0,0,0
116,1,3,2019,24,15,2019-01-24,64,45,27,89,60,27,18,6,0,0,3,scooter,0,0,0,0
117,1,3,2019,25,58,2019-01-25,60,48,35,89,68,42,12,4,0,0,4,scooter,0,0,0,0
118,1,3,2019,26,138,2019-01-26,64,51,39,93,81,54,10,5,0,0,5,scooter,0,0,0,0
119,1,3,2019,27,123,2019-01-27,67,51,39,100,77,23,9,3,0,1,6,scooter,0,0,0,0
120,1,3,2019,28,13,2019-01-28,71,55,38,97,65,39,30,13,3,0,0,scooter,0,0,0,0
121,1,3,2019,29,6,2019-01-29,49,43,37,65,43,31,24,12,0,0,1,scooter,0,0,0,0
122,1,3,2019,30,11,2019-01-30,55,47,37,76,56,37,12,5,0,0,2,scooter,0,0,0,0
123,1,3,2019,31,21,2019-01-31,61,54,48,93,83,71,12,3,0,0,3,scooter,0,0,0,0
124,1,4,2019,1,47,2019-01-01,46,41,36,97,83,76,21,11,0,0,1,scooter,0,1,0,0
125,1,4,2019,2,2,2019-01-02,41,38,37,97,92,79,15,10,8,1,2,scooter,0,1,0,0
126,1,4,2019,3,2,2019-01-03,52,40,31,97,85,53,13,7,0,1,3,scooter,0,1,0,0
127,1,4,2019,4,11,2019-01-04,67,46,30,96,66,31,10,3,0,1,4,scooter,0,1,0,0
128,1,4,2019,5,21,2019-01-05,73,49,32,93,66,24,13,4,0,0,5,scooter,0,1,0,0
129,1,4,2019,6,15,2019-01-06,75,53,34,100,84,53,17,7,0,0,6,scooter,0,1,0,0
130,1,4,2019,7,26,2019-01-07,76,67,58,97,82,58,14,8,3,0,0,scooter,0,1,0,0
131,1,4,2019,8,17,2019-01-08,77,61,52,100,78,42,20,4,0,0,1,scooter,0,1,0,0
132,1,4,2019,9,11,2019-01-09,62,53,43,76,45,35,17,12,0,0,2,scooter,0,1,0,0
133,1,4,2019,10,11,2019-01-10,60,51,40,86,56,32,10,3,0,0,3,scooter,0,1,0,0
134,1,4,2019,11,17,2019-01-11,63,55,43,97,82,65,12,4,0,0,4,scooter,0,1,0,0
135,1,4,2019,12,19,2019-01-12,62,54,42,97,72,42,17,8,0,1,5,scooter,0,1,0,0
136,1,4,2019,13,24,2019-01-13,53,45,38,79,66,54,15,12,6,0,6,scooter,0,1,0,0
137,1,4,2019,14,10,2019-01-14,50,43,36,86,70,57,14,6,0,0,0,scooter,0,1,0,0
138,1,4,2019,15,15,2019-01-15,51,49,47,86,74,63,9,4,0,0,1,scooter,0,1,0,0
139,1,4,2019,16,15,2019-01-16,58,54,50,96,90,83,7,2,0,0,2,scooter,0,1,0,0
140,1,4,2019,17,22,2019-01-17,77,61,48,96,75,32,9,4,0,1,3,scooter,0,1,0,0
141,1,4,2019,18,16,2019-01-18,66,59,50,97,92,84,17,8,0,0,4,scooter,0,1,0,0
142,1,4,2019,19,21,2019-01-19,65,51,35,78,46,31,25,17,8,1,5,scooter,0,1,0,0
143,1,4,2019,20,31,2019-01-20,55,41,33,85,55,34,10,5,0,0,6,scooter,0,1,0,0
144,1,4,2019,21,26,2019-01-21,67,49,29,92,72,48,22,10,0,0,0,scooter,0,1,0,0
145,1,4,2019,22,9,2019-01-22,71,60,44,87,75,61,25,12,5,0,1,scooter,0,1,0,0
146,1,4,2019,23,10,2019-01-23,56,43,31,89,48,26,24,12,0,1,2,scooter,0,1,0,0
147,1,4,2019,24,11,2019-01-24,64,45,27,89,60,27,18,6,0,0,3,scooter,0,1,0,0
148,1,4,2019,25,43,2019-01-25,60,48,35,89,68,42,12,4,0,0,4,scooter,0,1,0,0
149,1,4,2019,26,50,2019-01-26,64,51,39,93,81,54,10,5,0,0,5,scooter,0,1,0,0
150,1,4,2019,27,48,2019-01-27,67,51,39,100,77,23,9,3,0,1,6,scooter,0,1,0,0
151,1,4,2019,28,13,2019-01-28,71,55,38,97,65,39,30,13,3,0,0,scooter,0,1,0,0
152,1,4,2019,29,7,2019-01-29,49,43,37,65,43,31,24,12,0,0,1,scooter,0,1,0,0
153,1,4,2019,30,16,2019-01-30,55,47,37,76,56,37,12,5,0,0,2,scooter,0,1,0,0
154,1,4,2019,31,23,2019-01-31,61,54,48,93,83,71,12,3,0,0,3,scooter,0,1,0,0
155,1,5,2019,1,26,2019-01-01,46,41,36,97,83,76,21,11,0,0,1,scooter,0,1,0,0
156,1,5,2019,2,4,2019-01-02,41,38,37,97,92,79,15,10,8,1,2,scooter,0,1,0,0
157,1,5,2019,3,19,2019-01-03,52,40,31,97,85,53,13,7,0,1,3,scooter,0,1,0,0
158,1,5,2019,4,23,2019-01-04,67,46,30,96,66,31,10,3,0,1,4,scooter,0,1,0,0
159,1,5,2019,5,14,2019-01-05,73,49,32,93,66,24,13,4,0,0,5,scooter,0,1,0,0
160,1,5,2019,6,12,2019-01-06,75,53,34,100,84,53,17,7,0,0,6,scooter,0,1,0,0
161,1,5,2019,7,30,2019-01-07,76,67,58,97,82,58,14,8,3,0,0,scooter,0,1,0,0
162,1,5,2019,8,37,2019-01-08,77,61,52,100,78,42,20,4,0,0,1,scooter,0,1,0,0
163,1,5,2019,9,29,2019-01-09,62,53,43,76,45,35,17,12,0,0,2,scooter,0,1,0,0
164,1,5,2019,10,27,2019-01-10,60,51,40,86,56,32,10,3,0,0,3,scooter,0,1,0,0
165,1,5,2019,11,42,2019-01-11,63,55,43,97,82,65,12,4,0,0,4,scooter,0,1,0,0
166,1,5,2019,12,22,2019-01-12,62,54,42,97,72,42,17,8,0,1,5,scooter,0,1,0,0
167,1,5,2019,13,6,2019-01-13,53,45,38,79,66,54,15,12,6,0,6,scooter,0,1,0,0
168,1,5,2019,14,33,2019-01-14,50,43,36,86,70,57,14,6,0,0,0,scooter,0,1,0,0
169,1,5,2019,15,47,2019-01-15,51,49,47,86,74,63,9,4,0,0,1,scooter,0,1,0,0
170,1,5,2019,16,35,2019-01-16,58,54,50,96,90,83,7,2,0,0,2,scooter,0,1,0,0
171,1,5,2019,17,40,2019-01-17,77,61,48,96,75,32,9,4,0,1,3,scooter,0,1,0,0
172,1,5,2019,18,44,2019-01-18,66,59,50,97,92,84,17,8,0,0,4,scooter,0,1,0,0
173,1,5,2019,19,14,2019-01-19,65,51,35,78,46,31,25,17,8,1,5,scooter,0,1,0,0
174,1,5,2019,20,14,2019-01-20,55,41,33,85,55,34,10,5,0,0,6,scooter,0,1,0,0
175,1,5,2019,21,29,2019-01-21,67,49,29,92,72,48,22,10,0,0,0,scooter,0,1,0,0
176,1,5,2019,22,41,2019-01-22,71,60,44,87,75,61,25,12,5,0,1,scooter,0,1,0,0
177,1,5,2019,23,35,2019-01-23,56,43,31,89,48,26,24,12,0,1,2,scooter,0,1,0,0
178,1,5,2019,24,42,2019-01-24,64,45,27,89,60,27,18,6,0,0,3,scooter,0,1,0,0
179,1,5,2019,25,44,2019-01-25,60,48,35,89,68,42,12,4,0,0,4,scooter,0,1,0,0
180,1,5,2019,26,20,2019-01-26,64,51,39,93,81,54,10,5,0,0,5,scooter,0,1,0,0
181,1,5,2019,27,29,2019-01-27,67,51,39,100,77,23,9,3,0,1,6,scooter,0,1,0,0
182,1,5,2019,28,45,2019-01-28,71,55,38,97,65,39,30,13,3,0,0,scooter,0,1,0,0
183,1,5,2019,29,40,2019-01-29,49,43,37,65,43,31,24,12,0,0,1,scooter,0,1,0,0
184,1,5,2019,30,41,2019-01-30,55,47,37,76,56,37,12,5,0,0,2,scooter,0,1,0,0
185,1,5,2019,31,45,2019-01-31,61,54,48,93,83,71,12,3,0,0,3,scooter,0,1,0,0
186,1,6,2019,1,19,2019-01-01,46,41,36,97,83,76,21,11,0,0,1,scooter,0,1,0,0
187,1,6,2019,2,20,2019-01-02,41,38,37,97,92,79,15,10,8,1,2,scooter,0,1,0,0
188,1,6,2019,3,26,2019-01-03,52,40,31,97,85,53,13,7,0,1,3,scooter,0,1,0,0
189,1,6,2019,4,36,2019-01-04,67,46,30,96,66,31,10,3,0,1,4,scooter,0,1,0,0
190,1,6,2019,5,22,2019-01-05,73,49,32,93,66,24,13,4,0,0,5,scooter,0,1,0,0
191,1,6,2019,6,13,2019-01-06,75,53,34,100,84,53,17,7,0,0,6,scooter,0,1,0,0
192,1,6,2019,7,57,2019-01-07,76,67,58,97,82,58,14,8,3,0,0,scooter,0,1,0,0
193,1,6,2019,8,55,2019-01-08,77,61,52,100,78,42,20,4,0,0,1,scooter,0,1,0,0
194,1,6,2019,9,57,2019-01-09,62,53,43,76,45,35,17,12,0,0,2,scooter,0,1,0,0
195,1,6,2019,10,59,2019-01-10,60,51,40,86,56,32,10,3,0,0,3,scooter,0,1,0,0
196,1,6,2019,11,62,2019-01-11,63,55,43,97,82,65,12,4,0,0,4,scooter,0,1,0,0
197,1,6,2019,12,30,2019-01-12,62,54,42,97,72,42,17,8,0,1,5,scooter,0,1,0,0
198,1,6,2019,13,20,2019-01-13,53,45,38,79,66,54,15,12,6,0,6,scooter,0,1,0,0
199,1,6,2019,14,52,2019-01-14,50,43,36,86,70,57,14,6,0,0,0,scooter,0,1,0,0
200,1,6,2019,15,67,2019-01-15,51,49,47,86,74,63,9,4,0,0,1,scooter,0,1,0,0
201,1,6,2019,16,70,2019-01-16,58,54,50,96,90,83,7,2,0,0,2,scooter,0,1,0,0
202,1,6,2019,17,56,2019-01-17,77,61,48,96,75,32,9,4,0,1,3,scooter,0,1,0,0
203,1,6,2019,18,70,2019-01-18,66,59,50,97,92,84,17,8,0,0,4,scooter,0,1,0,0
204,1,6,2019,19,19,2019-01-19,65,51,35,78,46,31,25,17,8,1,5,scooter,0,1,0,0
205,1,6,2019,20,9,2019-01-20,55,41,33,85,55,34,10,5,0,0,6,scooter,0,1,0,0
206,1,6,2019,21,42,2019-01-21,67,49,29,92,72,48,22,10,0,0,0,scooter,0,1,0,0
207,1,6,2019,22,76,2019-01-22,71,60,44,87,75,61,25,12,5,0,1,scooter,0,1,0,0
208,1,6,2019,23,64,2019-01-23,56,43,31,89,48,26,24,12,0,1,2,scooter,0,1,0,0
209,1,6,2019,24,65,2019-01-24,64,45,27,89,60,27,18,6,0,0,3,scooter,0,1,0,0
210,1,6,2019,25,83,2019-01-25,60,48,35,89,68,42,12,4,0,0,4,scooter,0,1,0,0
211,1,6,2019,26,35,2019-01-26,64,51,39,93,81,54,10,5,0,0,5,scooter,0,1,0,0
212,1,6,2019,27,26,2019-01-27,67,51,39,100,77,23,9,3,0,1,6,scooter,0,1,0,0
213,1,6,2019,28,85,2019-01-28,71,55,38,97,65,39,30,13,3,0,0,scooter,0,1,0,0
214,1,6,2019,29,69,2019-01-29,49,43,37,65,43,31,24,12,0,0,1,scooter,0,1,0,0
215,1,6,2019,30,82,2019-01-30,55,47,37,76,56,37,12,5,0,0,2,scooter,0,1,0,0
216,1,6,2019,31,73,2019-01-31,61,54,48,93,83,71,12,3,0,0,3,scooter,0,1,0,0
217,1,7,2019,1,29,2019-01-01,46,41,36,97,83,76,21,11,0,0,1,scooter,0,1,0,0
218,1,7,2019,2,66,2019-01-02,41,38,37,97,92,79,15,10,8,1,2,scooter,0,1,0,0
219,1,7,2019,3,70,2019-01-03,52,40,31,97,85,53,13,7,0,1,3,scooter,0,1,0,0
220,1,7,2019,4,145,2019-01-04,67,46,30,96,66,31,10,3,0,1,4,scooter,0,1,0,0
221,1,7,2019,5,44,2019-01-05,73,49,32,93,66,24,13,4,0,0,5,scooter,0,1,0,0
222,1,7,2019,6,36,2019-01-06,75,53,34,100,84,53,17,7,0,0,6,scooter,0,1,0,0
223,1,7,2019,7,150,2019-01-07,76,67,58,97,82,58,14,8,3,0,0,scooter,0,1,0,0
224,1,7,2019,8,202,2019-01-08,77,61,52,100,78,42,20,4,0,0,1,scooter,0,1,0,0
225,1,7,2019,9,198,2019-01-09,62,53,43,76,45,35,17,12,0,0,2,scooter,0,1,0,0
226,1,7,2019,10,214,2019-01-10,60,51,40,86,56,32,10,3,0,0,3,scooter,0,1,0,0
227,1,7,2019,11,176,2019-01-11,63,55,43,97,82,65,12,4,0,0,4,scooter,0,1,0,0
228,1,7,2019,12,60,2019-01-12,62,54,42,97,72,42,17,8,0,1,5,scooter,0,1,0,0
229,1,7,2019,13,35,2019-01-13,53,45,38,79,66,54,15,12,6,0,6,scooter,0,1,0,0
230,1,7,2019,14,176,2019-01-14,50,43,36,86,70,57,14,6,0,0,0,scooter,0,1,0,0
231,1,7,2019,15,183,2019-01-15,51,49,47,86,74,63,9,4,0,0,1,scooter,0,1,0,0
232,1,7,2019,16,228,2019-01-16,58,54,50,96,90,83,7,2,0,0,2,scooter,0,1,0,0
233,1,7,2019,17,234,2019-01-17,77,61,48,96,75,32,9,4,0,1,3,scooter,0,1,0,0
234,1,7,2019,18,217,2019-01-18,66,59,50,97,92,84,17,8,0,0,4,scooter,0,1,0,0
235,1,7,2019,19,48,2019-01-19,65,51,35,78,46,31,25,17,8,1,5,scooter,0,1,0,0
236,1,7,2019,20,36,2019-01-20,55,41,33,85,55,34,10,5,0,0,6,scooter,0,1,0,0
237,1,7,2019,21,85,2019-01-21,67,49,29,92,72,48,22,10,0,0,0,scooter,0,1,0,0
238,1,7,2019,22,353,2019-01-22,71,60,44,87,75,61,25,12,5,0,1,scooter,0,1,0,0
239,1,7,2019,23,260,2019-01-23,56,43,31,89,48,26,24,12,0,1,2,scooter,0,1,0,0
240,1,7,2019,24,329,2019-01-24,64,45,27,89,60,27,18,6,0,0,3,scooter,0,1,0,0
241,1,7,2019,25,242,2019-01-25,60,48,35,89,68,42,12,4,0,0,4,scooter,0,1,0,0
242,1,7,2019,26,76,2019-01-26,64,51,39,93,81,54,10,5,0,0,5,scooter,0,1,0,0
243,1,7,2019,27,40,2019-01-27,67,51,39,100,77,23,9,3,0,1,6,scooter,0,1,0,0
244,1,7,2019,28,316,2019-01-28,71,55,38,97,65,39,30,13,3,0,0,scooter,0,1,0,0
245,1,7,2019,29,342,2019-01-29,49,43,37,65,43,31,24,12,0,0,1,scooter,0,1,0,0
246,1,7,2019,30,302,2019-01-30,55,47,37,76,56,37,12,5,0,0,2,scooter,0,1,0,0
247,1,7,2019,31,326,2019-01-31,61,54,48,93,83,71,12,3,0,0,3,scooter,0,1,0,0
248,1,8,2019,1,31,2019-01-01,46,41,36,97,83,76,21,11,0,0,1,scooter,0,2,0,0
249,1,8,2019,2,37,2019-01-02,41,38,37,97,92,79,15,10,8,1,2,scooter,0,2,0,0
250,1,8,2019,3,131,2019-01-03,52,40,31,97,85,53,13,7,0,1,3,scooter,0,2,0,0
251,1,8,2019,4,231,2019-01-04,67,46,30,96,66,31,10,3,0,1,4,scooter,0,2,0,0
252,1,8,2019,5,79,2019-01-05,73,49,32,93,66,24,13,4,0,0,5,scooter,0,2,0,0
253,1,8,2019,6,65,2019-01-06,75,53,34,100,84,53,17,7,0,0,6,scooter,0,2,0,0
254,1,8,2019,7,306,2019-01-07,76,67,58,97,82,58,14,8,3,0,0,scooter,0,2,0,0
255,1,8,2019,8,405,2019-01-08,77,61,52,100,78,42,20,4,0,0,1,scooter,0,2,0,0
256,1,8,2019,9,377,2019-01-09,62,53,43,76,45,35,17,12,0,0,2,scooter,0,2,0,0
