,date,maxtemp,atemp,mintemp,maxhum,ahum,minhum,maxwind,awind,minwind,prec,day,month,day_of_week,year
644,2018-12-19,63,57,50,100,93,75,8,4,0,1,19,12,2,2018
645,2018-12-20,65,57,50,100,50,23,26,13,5,0,20,12,3,2018
646,2018-12-21,66,50,38,79,45,23,12,6,0,0,21,12,4,2018
647,2018-12-22,79,56,43,83,55,25,16,7,0,0,22,12,5,2018
648,2018-12-23,63,51,40,76,56,35,20,11,3,0,23,12,6,2018
649,2018-12-24,65,51,33,93,74,60,12,3,0,0,24,12,0,2018
650,2018-12-25,76,65,59,96,82,58,18,8,0,0,25,12,1,2018
651,2018-12-26,72,66,54,93,88,81,22,14,7,0,26,12,2,2018
652,2018-12-27,70,57,49,93,70,31,15,6,0,1,27,12,3,2018
653,2018-12-28,54,47,41,79,60,47,21,15,9,0,28,12,4,2018
654,2018-12-29,47,44,43,65,60,56,21,16,13,0,29,12,5,2018
655,2018-12-30,43,40,39,96,85,65,13,7,0,0,30,12,6,2018
656,2018-12-31,61,47,36,100,85,58,12,5,0,1,31,12,0,2018
